"","X","workerid","item","slide_number","condition","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","property1","property2","target","obj2","obj3","utterance","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"60",60,3,115,17,"2/2","English","solid things",0,"striped things",0.95,"polka-dotted things",0,"clouds",0,"circles",0.35,"squares",1,"shape","texture",323,123,333,"striped",2,2,1,24,22,27,0,0.25926,0.74074,0,1,0,NA,NA,NA,0.09383,0.33333,0.57284,0.33333,0.37906,0.28761,0.33333,0.33333,0.33333,0.12917,0.33333,0.5375,0.33333,0.44357,0.2231,0.33333,0.33333,0.33333,213222,1.66759780480293
"61",61,4,299,3,"3/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","texture",232,232,232,"red",3,2,1,17,17,17,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"62",62,4,111,4,"2/2","English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",332,332,231,"square",1,1,3,18,18,8,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.29723,0.36944,0.33333,0.33333,0.33333,0.29723,0.36944,0.33333,0.33333,0.22838,0.43828,0.33333,0.33333,0.33333,0.22838,0.43828,0.33333,213221,2.20509300912498
"63",63,4,51,5,"1/2","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"texture","color",213,232,233,"solid",2,2,3,20,17,26,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.43483,0.33333,0.23184,0.33333,0.25325,0.41342,0.33333,0.33333,0.33333,0.51048,0.33333,0.15619,0.33333,0.19581,0.47086,123221,2.24947400170726
"64",64,4,213,6,"1/1","English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"shape","texture",123,313,313,"cloud",1,1,2,22,21,21,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.45432,0.33333,0.21234,0.21234,0.45432,0.33333,0.33333,0.33333,0.33333,0.51601,0.33333,0.15066,0.15066,0.51601,0.33333,0.33333,0.33333,0.33333,123212,2.29140530602836
"65",65,4,198,7,"1/3","English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.95,"circles",0,"squares",0.5,"shape","color",113,213,213,"solid",2,3,1,19,20,20,0.65517,0,0.34483,NA,NA,NA,0.33333,0.33333,0.33333,0.60361,0.06306,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.57178,0.09488,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323212,1.80819576792451
"66",66,4,16,8,"2/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.75,"circles",0,"squares",0.5,"shape","texture",113,213,113,"solid",2,2,1,19,20,19,0.6,0,0.4,0.33333,0.33333,0.33333,NA,NA,NA,0.52909,0.13758,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.5103,0.15637,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323221,1.92001872767929
"67",67,4,255,9,"3/3","English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",231,231,231,"circle",1,1,3,8,8,8,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"68",68,4,184,10,"1/3","English","solid things",0.2,"striped things",0.95,"polka-dotted things",0.2,"blue things",0.5,"red things",0.5,"green things",0.5,"texture","color",121,111,131,"cloud",1,2,3,4,1,7,NA,NA,NA,0.14815,0.7037,0.14815,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.09906,0.80188,0.09906,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.12835,0.74331,0.12835,0.33333,0.33333,0.33333,323211,1.93903311096764
"69",69,4,163,11,"1/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"texture","shape",233,213,223,"polka-dotted",2,2,1,26,20,23,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.26408,0.26408,0.47183,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.19174,0.19174,0.61652,0.33333,0.33333,0.33333,113232,2.23664864313726
"70",70,4,72,12,"1/2","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"texture","color",113,123,131,"solid",2,2,3,19,22,7,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.46343,0.26091,0.27566,0.26154,0.33333,0.40512,0.33333,0.33333,0.33333,0.61341,0.19116,0.19543,0.19792,0.33333,0.46875,113221,2.24820052076771
"71",71,4,266,13,"3/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"texture","color",111,111,111,"cloud",1,2,3,1,1,1,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"72",72,4,195,14,"1/3","English","clouds",0.2,"circles",0.5,"squares",1,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"shape","texture",322,122,122,"striped",2,1,2,15,13,13,0.11765,0.29412,0.58824,0.33333,0.33333,0.33333,NA,NA,NA,0.06306,0.33333,0.60361,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.09488,0.33333,0.57178,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323212,2.04383188936966
"73",73,4,228,15,"1/1","English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",123,221,221,"green",3,1,3,22,5,5,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.45432,0.21234,0.33333,0.33333,0.33333,0.33333,0.21234,0.33333,0.45432,0.51601,0.15066,0.33333,0.33333,0.33333,0.33333,0.15066,0.33333,0.51601,123212,2.29140530602836
"74",74,4,50,16,"2/3","English","clouds",0.15,"circles",0.5,"squares",0.9,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",333,333,133,"green",3,1,3,27,27,25,0.09677,0.32258,0.58065,NA,NA,NA,0.33333,0.33333,0.33333,0.13758,0.33333,0.52909,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.15637,0.33333,0.5103,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323221,2.01460013985536
"75",75,4,119,17,"2/2","English","solid things",0.95,"striped things",0.5,"polka-dotted things",0.15,"blue things",0.5,"red things",0.5,"green things",0.5,"texture","color",111,112,131,"blue",3,2,3,1,10,7,NA,NA,NA,0.59375,0.3125,0.09375,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.57284,0.33333,0.09383,0.37906,0.28761,0.33333,0.33333,0.33333,0.33333,0.5375,0.33333,0.12917,0.44357,0.2231,0.33333,213222,2.00090830081456
"76",76,5,253,3,"3/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","texture",113,113,113,"green",3,2,1,19,19,19,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"77",77,5,38,4,"2/3","English","clouds",0,"circles",0,"squares",1,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"shape","texture",313,313,113,"square",1,1,2,21,21,19,0,0,1,0.33333,0.33333,0.33333,NA,NA,NA,0.29255,0.33333,0.37412,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.22575,0.33333,0.44092,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213232,2.08179013740205
"78",78,5,283,5,"3/3","English","clouds",0,"circles",1,"squares",0,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"shape","texture",213,213,213,"circle",1,1,2,20,20,20,0,1,0,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"79",79,5,189,6,"1/3","English","clouds",1,"circles",0,"squares",0,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",123,223,223,"striped",2,1,3,22,23,23,1,0,0,NA,NA,NA,0.33333,0.33333,0.33333,0.60361,0.06306,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.57178,0.09488,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323212,1.60344376297097
"80",80,5,186,7,"1/3","English","blue things",0,"red things",0,"green things",1,"clouds",0,"circles",1,"squares",0,"shape","color",213,313,113,"green",3,3,1,20,21,19,0,1,0,NA,NA,NA,0,0,1,0.09906,0.80188,0.09906,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.12835,0.74331,0.12835,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323211,1.31940890104696
"81",81,5,127,8,"2/2","English","clouds",0,"circles",1,"squares",0,"solid things",0.5,"striped things",0.5,"polka-dotted things",0,"shape","texture",211,111,231,"solid",2,1,2,2,1,8,0,1,0,0.5,0.5,0,NA,NA,NA,0.09383,0.57284,0.33333,0.37906,0.33333,0.28761,0.33333,0.33333,0.33333,0.12917,0.5375,0.33333,0.44357,0.33333,0.2231,0.33333,0.33333,0.33333,213222,1.59148800687754
"82",82,5,280,9,"3/3","English","clouds",0.5,"circles",0.5,"squares",0.55,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",111,111,111,"blue",3,1,3,1,1,1,0.32258,0.32258,0.35484,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"83",83,5,128,10,"2/2","English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",111,113,211,"blue",3,1,3,1,19,2,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.57284,0.09383,0.33333,0.33333,0.33333,0.33333,0.37906,0.33333,0.28761,0.5375,0.12917,0.33333,0.33333,0.33333,0.33333,0.44357,0.33333,0.2231,213222,2.44563752249361
"84",84,5,284,11,"3/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.55,"red things",0.5,"green things",0.5,"texture","color",221,221,221,"blue",3,2,3,5,5,5,NA,NA,NA,0.33333,0.33333,0.33333,0.35484,0.32258,0.32258,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"85",85,5,169,12,"1/3","English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","color",112,212,312,"cloud",1,3,1,10,11,12,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.47183,0.26408,0.26408,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.61652,0.19174,0.19174,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113232,2.23664864313726
"86",86,5,215,13,"1/1","English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",121,223,222,"blue",3,1,3,4,23,14,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.43854,0.22812,0.33333,0.33333,0.33333,0.33333,0.49011,0.25495,0.25495,0.51169,0.15498,0.33333,0.33333,0.33333,0.33333,0.62276,0.18862,0.18862,113212,2.28243914948797
"87",87,5,200,14,"1/3","English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"color","shape",131,132,133,"polka-dotted",2,1,3,7,16,25,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.80188,0.09906,0.09906,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.74331,0.12835,0.12835,323211,2.71356337336849
"88",88,5,45,15,"2/3","English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.45,"polka-dotted things",0.5,"color","texture",112,112,113,"red",3,3,2,10,10,19,NA,NA,NA,0.34483,0.31034,0.34483,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.37412,0.29255,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.44092,0.22575,213232,2.20225304801143
"89",89,5,192,16,"1/3","English","clouds",0.6,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"color","shape",131,133,133,"cloud",1,1,3,7,25,25,0.375,0.3125,0.3125,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.60361,0.33333,0.06306,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.57178,0.33333,0.09488,323212,2.55431971391796
"90",90,5,282,17,"3/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"texture","color",212,212,212,"solid",2,2,3,11,11,11,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"91",91,6,21,3,"2/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.85,"blue things",0.5,"red things",0.5,"green things",0.5,"color","texture",131,133,131,"blue",3,2,3,7,25,7,NA,NA,NA,0.27027,0.27027,0.45946,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.37412,0.33333,0.29255,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.44092,0.33333,0.22575,213232,2.20225304801143
"92",92,6,136,4,"2/2","English","blue things",0.5,"red things",0.8,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","color",222,122,221,"circle",1,3,1,14,13,5,0.33333,0.33333,0.33333,NA,NA,NA,0.27778,0.44444,0.27778,0.28761,0.37906,0.33333,0.33333,0.33333,0.33333,0.09383,0.57284,0.33333,0.2231,0.44357,0.33333,0.33333,0.33333,0.33333,0.12917,0.5375,0.33333,213222,2.31504622735051
"93",93,6,289,5,"3/3","English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",112,112,112,"cloud",1,1,3,10,10,10,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"94",94,6,188,6,"1/3","English","clouds",0.5,"circles",0.5,"squares",0.85,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"shape","texture",332,232,232,"polka-dotted",2,1,2,18,17,17,0.27027,0.27027,0.45946,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.06306,0.60361,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.09488,0.57178,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323212,2.3744242637388
"95",95,6,68,7,"1/2","English","clouds",0.5,"circles",0.8,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",223,123,122,"green",3,1,3,23,22,13,0.27778,0.44444,0.27778,NA,NA,NA,0.33333,0.33333,0.33333,0.09484,0.57182,0.33333,0.33333,0.33333,0.33333,0.33333,0.28761,0.37906,0.11643,0.55024,0.33333,0.33333,0.33333,0.33333,0.33333,0.2231,0.44357,213212,2.31284123419696
"96",96,6,62,8,"1/2","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"texture","shape",121,131,211,"striped",2,2,1,4,7,2,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.40512,0.26154,0.33333,0.27566,0.46343,0.26091,0.33333,0.33333,0.33333,0.46875,0.19792,0.33333,0.19543,0.61341,0.19116,0.33333,0.33333,0.33333,113221,2.24820052076771
"97",97,6,275,9,"3/3","English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"shape","texture",233,233,233,"polka-dotted",2,1,2,26,26,26,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"98",98,6,297,10,"3/3","English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","color",331,331,331,"blue",3,3,1,9,9,9,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"99",99,6,49,11,"2/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","texture",232,232,132,"circle",1,2,1,17,17,16,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.29255,0.37412,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.22575,0.44092,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213232,2.20225304801143
"100",100,6,33,12,"2/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"texture","shape",232,222,232,"polka-dotted",2,2,1,17,14,17,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.29255,0.37412,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.22575,0.44092,0.33333,0.33333,0.33333,213232,2.20225304801143
"101",101,6,217,13,"1/1","English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","color",321,123,122,"blue",3,3,1,6,22,13,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.22812,0.33333,0.43854,0.33333,0.33333,0.33333,0.49011,0.25495,0.25495,0.15498,0.33333,0.51169,0.33333,0.33333,0.33333,0.62276,0.18862,0.18862,113212,2.28243914948797
"102",102,6,156,14,"1/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"texture","color",333,323,323,"polka-dotted",2,2,3,27,24,24,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.22252,0.44415,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.15342,0.51325,0.33333,0.33333,0.33333,123232,2.2362645011931
"103",103,6,272,15,"3/3","English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"shape","texture",331,331,331,"polka-dotted",2,1,2,9,9,9,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"104",104,6,215,16,"1/1","English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","color",121,223,222,"blue",3,3,1,4,23,14,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.43854,0.22812,0.33333,0.33333,0.33333,0.33333,0.49011,0.25495,0.25495,0.51169,0.15498,0.33333,0.33333,0.33333,0.33333,0.62276,0.18862,0.18862,113212,2.28243914948797
"105",105,6,230,17,"1/1","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.75,"blue things",0.75,"red things",0.5,"green things",0.5,"texture","color",131,122,123,"cloud",1,2,3,7,13,22,NA,NA,NA,0.28571,0.28571,0.42857,0.42857,0.28571,0.28571,0.33333,0.33333,0.33333,0.33333,0.06621,0.60045,0.8193,0.09035,0.09035,0.33333,0.33333,0.33333,0.33333,0.09596,0.57071,0.74835,0.12582,0.12582,321211,2.76734016970779
"106",106,7,175,3,"1/3","English","solid things",0.05,"striped things",0.05,"polka-dotted things",0.05,"clouds",0,"circles",0.05,"squares",0.05,"texture","shape",221,231,231,"blue",3,2,1,5,8,8,0,0.5,0.5,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.60361,0.06306,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.57178,0.09488,0.33333,0.33333,0.33333,323212,2.55431971391796
"107",107,7,106,4,"2/2","English","blue things",0,"red things",0,"green things",0,"clouds",0.05,"circles",0.05,"squares",0.05,"shape","color",222,222,121,"striped",2,3,1,14,14,4,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.14806,0.51861,0.33333,0.33333,0.33333,0.33333,0.14806,0.51861,0.33333,0.15918,0.50749,0.33333,0.33333,0.33333,0.33333,0.15918,0.50749,0.33333,322121,2.44357918384535
"108",108,7,208,5,"1/1","English","clouds",0.5,"circles",0.05,"squares",0.05,"solid things",0,"striped things",0,"polka-dotted things",0,"shape","texture",131,311,221,"cloud",1,1,2,7,3,5,0.83333,0.08333,0.08333,0.33333,0.33333,0.33333,NA,NA,NA,0.47183,0.26408,0.26408,0.26408,0.26408,0.47183,0.33333,0.33333,0.33333,0.61652,0.19174,0.19174,0.19174,0.19174,0.61652,0.33333,0.33333,0.33333,113211,1.98589400655481
"109",109,7,235,6,"1/1","English","clouds",0,"circles",0,"squares",0,"solid things",0.05,"striped things",0.05,"polka-dotted things",0.5,"shape","texture",332,122,222,"polka-dotted",2,1,2,18,13,14,0.33333,0.33333,0.33333,0.08333,0.08333,0.83333,NA,NA,NA,0.25495,0.25495,0.49011,0.33333,0.22812,0.43854,0.33333,0.33333,0.33333,0.18862,0.18862,0.62276,0.33333,0.15498,0.51169,0.33333,0.33333,0.33333,123211,2.05046549981725
"110",110,7,214,7,"1/1","English","solid things",0.05,"striped things",0,"polka-dotted things",0,"clouds",0.9,"circles",0.05,"squares",0.05,"shape","texture",122,332,332,"red",3,2,1,13,18,18,0.9,0.05,0.05,1,0,0,NA,NA,NA,0.60874,0.33333,0.05792,0.33333,0.60874,0.05792,0.33333,0.33333,0.33333,0.57366,0.33333,0.093,0.33333,0.57366,0.093,0.33333,0.33333,0.33333,321212,1.74269816974816
"111",111,7,286,8,"3/3","English","solid things",0.05,"striped things",0.05,"polka-dotted things",0.05,"clouds",0.05,"circles",0.05,"squares",0.05,"shape","texture",122,122,122,"cloud",1,2,1,13,13,13,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
