"","X","workerid","item","slide_number","condition","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","property1","property2","target","obj2","obj3","utterance","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"60",60,3,115,17,"2/2","English","solid things",0,"striped things",0.95,"polka-dotted things",0,"clouds",0,"circles",0.35,"squares",1,"shape","texture",323,123,333,"striped",2,2,1,24,22,27,0,0.25926,0.74074,0,1,0,NA,NA,NA,0.00132,0.33333,0.66535,0.33333,0.62934,0.03732,0.33333,0.33333,0.33333,0.00347,0.33333,0.6632,0.33333,0.63547,0.0312,0.33333,0.33333,0.33333,213222,1.04971090995632
"61",61,4,299,3,"3/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","texture",232,232,232,"red",3,2,1,17,17,17,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"62",62,4,111,4,"2/2","English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",332,332,231,"square",1,1,3,18,18,8,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33331,0.33336,0.33333,0.33333,0.33333,0.33331,0.33336,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213221,2.19722458140039
"63",63,4,51,5,"1/2","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"texture","color",213,232,233,"solid",2,2,3,20,17,26,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33463,0.33333,0.33204,0.33333,0.33234,0.33433,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123221,2.19723256638153
"64",64,4,213,6,"1/1","English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"shape","texture",123,313,313,"cloud",1,1,2,22,21,21,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33946,0.33333,0.32721,0.32721,0.33946,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123212,2.19744960509222
"65",65,4,198,7,"1/3","English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.95,"circles",0,"squares",0.5,"shape","color",113,213,213,"solid",2,3,1,19,20,20,0.65517,0,0.34483,NA,NA,NA,0.33333,0.33333,0.33333,0.62486,0.0418,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.60355,0.06312,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323212,1.7855217443999
"66",66,4,16,8,"2/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.75,"circles",0,"squares",0.5,"shape","texture",113,213,113,"solid",2,2,1,19,20,19,0.6,0,0.4,0.33333,0.33333,0.33333,NA,NA,NA,0.50537,0.1613,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.49846,0.16821,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323221,1.94753631428348
"67",67,4,255,9,"3/3","English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",231,231,231,"circle",1,1,3,8,8,8,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"68",68,4,184,10,"1/3","English","solid things",0.2,"striped things",0.95,"polka-dotted things",0.2,"blue things",0.5,"red things",0.5,"green things",0.5,"texture","color",121,111,131,"cloud",1,2,3,4,1,7,NA,NA,NA,0.14815,0.7037,0.14815,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.0591,0.88179,0.0591,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.06484,0.87031,0.06484,0.33333,0.33333,0.33333,323211,2.02520349902177
"69",69,4,163,11,"1/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"texture","shape",233,213,223,"polka-dotted",2,2,1,26,20,23,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33315,0.33315,0.33371,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113232,2.19722488900041
"70",70,4,72,12,"1/2","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"texture","color",113,123,131,"solid",2,2,3,19,22,7,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33402,0.33289,0.33309,0.33292,0.33333,0.33375,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113221,2.19722618753312
"71",71,4,266,13,"3/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"texture","color",111,111,111,"cloud",1,2,3,1,1,1,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"72",72,4,195,14,"1/3","English","clouds",0.2,"circles",0.5,"squares",1,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"shape","texture",322,122,122,"striped",2,1,2,15,13,13,0.11765,0.29412,0.58824,0.33333,0.33333,0.33333,NA,NA,NA,0.0418,0.33333,0.62486,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.06312,0.33333,0.60355,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323212,2.07183667105013
"73",73,4,228,15,"1/1","English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",123,221,221,"green",3,1,3,22,5,5,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33946,0.32721,0.33333,0.33333,0.33333,0.33333,0.32721,0.33333,0.33946,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123212,2.19744960509222
"74",74,4,50,16,"2/3","English","clouds",0.15,"circles",0.5,"squares",0.9,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",333,333,133,"green",3,1,3,27,27,25,0.09677,0.32258,0.58065,NA,NA,NA,0.33333,0.33333,0.33333,0.1613,0.33333,0.50537,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.16821,0.33333,0.49846,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323221,2.02583871204302
"75",75,4,119,17,"2/2","English","solid things",0.95,"striped things",0.5,"polka-dotted things",0.15,"blue things",0.5,"red things",0.5,"green things",0.5,"texture","color",111,112,131,"blue",3,2,3,1,10,7,NA,NA,NA,0.59375,0.3125,0.09375,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.5928,0.33333,0.07386,0.33334,0.33332,0.33333,0.33333,0.33333,0.33333,0.60614,0.33333,0.06053,0.33333,0.33333,0.33333,213222,1.9966655336485
"76",76,5,253,3,"3/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","texture",113,113,113,"green",3,2,1,19,19,19,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"77",77,5,38,4,"2/3","English","clouds",0,"circles",0,"squares",1,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"shape","texture",313,313,113,"square",1,1,2,21,21,19,0,0,1,0.33333,0.33333,0.33333,NA,NA,NA,0.31791,0.33333,0.34876,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.31357,0.33333,0.3531,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213232,2.1519796812227
"78",78,5,283,5,"3/3","English","clouds",0,"circles",1,"squares",0,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"shape","texture",213,213,213,"circle",1,1,2,20,20,20,0,1,0,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"79",79,5,189,6,"1/3","English","clouds",1,"circles",0,"squares",0,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",123,223,223,"striped",2,1,3,22,23,23,1,0,0,NA,NA,NA,0.33333,0.33333,0.33333,0.53511,0.13156,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.53148,0.13518,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323212,1.72390382515849
"80",80,5,186,7,"1/3","English","blue things",0,"red things",0,"green things",1,"clouds",0,"circles",1,"squares",0,"shape","color",213,313,113,"green",3,3,1,20,21,19,0,1,0,NA,NA,NA,0,0,1,0.1946,0.6108,0.1946,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.18919,0.62163,0.18919,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323211,1.59159805471823
"81",81,5,127,8,"2/2","English","clouds",0,"circles",1,"squares",0,"solid things",0.5,"striped things",0.5,"polka-dotted things",0,"shape","texture",211,111,231,"solid",2,1,2,2,1,8,0,1,0,0.5,0.5,0,NA,NA,NA,0.18522,0.48145,0.33333,0.34862,0.33333,0.31805,0.33333,0.33333,0.33333,0.1761,0.49057,0.33333,0.35249,0.33333,0.31417,0.33333,0.33333,0.33333,213222,1.80715810962589
"82",82,5,280,9,"3/3","English","clouds",0.5,"circles",0.5,"squares",0.55,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",111,111,111,"blue",3,1,3,1,1,1,0.32258,0.32258,0.35484,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"83",83,5,128,10,"2/2","English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",111,113,211,"blue",3,1,3,1,19,2,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.48145,0.18522,0.33333,0.33333,0.33333,0.33333,0.34862,0.33333,0.31805,0.49057,0.1761,0.33333,0.33333,0.33333,0.33333,0.35249,0.33333,0.31417,213222,2.27124166796211
"84",84,5,284,11,"3/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.55,"red things",0.5,"green things",0.5,"texture","color",221,221,221,"blue",3,2,3,5,5,5,NA,NA,NA,0.33333,0.33333,0.33333,0.35484,0.32258,0.32258,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"85",85,5,169,12,"1/3","English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","color",112,212,312,"cloud",1,3,1,10,11,12,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.55273,0.22363,0.22363,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.53696,0.23152,0.23152,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113232,2.29473560629517
"86",86,5,215,13,"1/1","English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",121,223,222,"blue",3,1,3,4,23,14,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.50622,0.16045,0.33333,0.33333,0.33333,0.33333,0.61202,0.19399,0.19399,0.50376,0.16291,0.33333,0.33333,0.33333,0.33333,0.60725,0.19637,0.19637,113212,2.46002425195324
"87",87,5,200,14,"1/3","English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"color","shape",131,132,133,"polka-dotted",2,1,3,7,16,25,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.6108,0.1946,0.1946,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.62163,0.18919,0.18919,323211,2.35414688696518
"88",88,5,45,15,"2/3","English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.45,"polka-dotted things",0.5,"color","texture",112,112,113,"red",3,3,2,10,10,19,NA,NA,NA,0.34483,0.31034,0.34483,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.34876,0.31791,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.3531,0.31357,213232,2.19793941466317
"89",89,5,192,16,"1/3","English","clouds",0.6,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"color","shape",131,133,133,"cloud",1,1,3,7,25,25,0.375,0.3125,0.3125,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.53511,0.33333,0.13156,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.53148,0.33333,0.13518,323212,2.34934111460436
"90",90,5,282,17,"3/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"texture","color",212,212,212,"solid",2,2,3,11,11,11,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"91",91,6,21,3,"2/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.85,"blue things",0.5,"red things",0.5,"green things",0.5,"color","texture",131,133,131,"blue",3,2,3,7,25,7,NA,NA,NA,0.27027,0.27027,0.45946,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33343,0.33333,0.33323,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213232,2.1972246083059
"92",92,6,136,4,"2/2","English","blue things",0.5,"red things",0.8,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","color",222,122,221,"circle",1,3,1,14,13,5,0.33333,0.33333,0.33333,NA,NA,NA,0.27778,0.44444,0.27778,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.28391,0.38276,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.32389,0.34278,0.33333,213222,2.18035634824574
"93",93,6,289,5,"3/3","English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",112,112,112,"cloud",1,1,3,10,10,10,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"94",94,6,188,6,"1/3","English","clouds",0.5,"circles",0.5,"squares",0.85,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"shape","texture",332,232,232,"polka-dotted",2,1,2,18,17,17,0.27027,0.27027,0.45946,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.25066,0.41601,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.25476,0.4119,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323212,2.17246688765357
"95",95,6,68,7,"1/2","English","clouds",0.5,"circles",0.8,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",223,123,122,"green",3,1,3,23,22,13,0.27778,0.44444,0.27778,NA,NA,NA,0.33333,0.33333,0.33333,0.27051,0.39616,0.33333,0.33333,0.33333,0.33333,0.33333,0.3332,0.33346,0.27585,0.39082,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213212,2.17849306715464
"96",96,6,62,8,"1/2","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"texture","shape",121,131,211,"striped",2,2,1,4,7,2,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33358,0.33308,0.33333,0.33307,0.33395,0.33298,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113221,2.19722562386149
"97",97,6,275,9,"3/3","English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"shape","texture",233,233,233,"polka-dotted",2,1,2,26,26,26,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"98",98,6,297,10,"3/3","English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","color",331,331,331,"blue",3,3,1,9,9,9,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"99",99,6,49,11,"2/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","texture",232,232,132,"circle",1,2,1,17,17,16,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33323,0.33343,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213232,2.1972246083059
"100",100,6,33,12,"2/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"texture","shape",232,222,232,"polka-dotted",2,2,1,17,14,17,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33323,0.33343,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213232,2.1972246083059
"101",101,6,217,13,"1/1","English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","color",321,123,122,"blue",3,3,1,6,22,13,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33167,0.33333,0.335,0.33333,0.33333,0.33333,0.33555,0.33222,0.33222,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113212,2.19724393831395
"102",102,6,156,14,"1/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"texture","color",333,323,323,"polka-dotted",2,2,3,27,24,24,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.3325,0.33417,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123232,2.19722668331521
"103",103,6,272,15,"3/3","English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"shape","texture",331,331,331,"polka-dotted",2,1,2,9,9,9,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"104",104,6,215,16,"1/1","English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","color",121,223,222,"blue",3,3,1,4,23,14,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.335,0.33167,0.33333,0.33333,0.33333,0.33333,0.33555,0.33222,0.33222,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113212,2.19724393831395
"105",105,6,230,17,"1/1","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.75,"blue things",0.75,"red things",0.5,"green things",0.5,"texture","color",131,122,123,"cloud",1,2,3,7,13,22,NA,NA,NA,0.28571,0.28571,0.42857,0.42857,0.28571,0.28571,0.33333,0.33333,0.33333,0.33333,0.23907,0.4276,0.4721,0.26395,0.26395,0.33333,0.33333,0.33333,0.33333,0.24059,0.42608,0.46963,0.26518,0.26518,321211,2.16966092329093
"106",106,7,175,3,"1/3","English","solid things",0.05,"striped things",0.05,"polka-dotted things",0.05,"clouds",0,"circles",0.05,"squares",0.05,"texture","shape",221,231,231,"blue",3,2,1,5,8,8,0,0.5,0.5,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.59081,0.07586,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.60005,0.06662,0.33333,0.33333,0.33333,323212,2.49985924272491
"107",107,7,106,4,"2/2","English","blue things",0,"red things",0,"green things",0,"clouds",0.05,"circles",0.05,"squares",0.05,"shape","color",222,222,121,"striped",2,3,1,14,14,4,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.17497,0.4917,0.33333,0.33333,0.33333,0.33333,0.17497,0.4917,0.33333,0.15081,0.51586,0.33333,0.33333,0.33333,0.33333,0.15081,0.51586,0.33333,322121,2.36776408041613
"108",108,7,208,5,"1/1","English","clouds",0.5,"circles",0.05,"squares",0.05,"solid things",0,"striped things",0,"polka-dotted things",0,"shape","texture",131,311,221,"cloud",1,1,2,7,3,5,0.83333,0.08333,0.08333,0.33333,0.33333,0.33333,NA,NA,NA,0.41014,0.29493,0.29493,0.29493,0.29493,0.41014,0.33333,0.33333,0.33333,0.39879,0.30061,0.30061,0.30061,0.30061,0.39879,0.33333,0.33333,0.33333,113211,2.05731127701136
"109",109,7,235,6,"1/1","English","clouds",0,"circles",0,"squares",0,"solid things",0.05,"striped things",0.05,"polka-dotted things",0.5,"shape","texture",332,122,222,"polka-dotted",2,1,2,18,13,14,0.33333,0.33333,0.33333,0.08333,0.08333,0.83333,NA,NA,NA,0.28133,0.28133,0.43735,0.33333,0.26097,0.4057,0.33333,0.33333,0.33333,0.29333,0.29333,0.41333,0.33333,0.27673,0.38994,0.33333,0.33333,0.33333,123211,2.07645245712314
"110",110,7,214,7,"1/1","English","solid things",0.05,"striped things",0,"polka-dotted things",0,"clouds",0.9,"circles",0.05,"squares",0.05,"shape","texture",122,332,332,"red",3,2,1,13,18,18,0.9,0.05,0.05,1,0,0,NA,NA,NA,0.59376,0.33333,0.07291,0.33333,0.59376,0.07291,0.33333,0.33333,0.33333,0.60044,0.33333,0.06622,0.33333,0.60044,0.06622,0.33333,0.33333,0.33333,321212,1.75362648943566
"111",111,7,286,8,"3/3","English","solid things",0.05,"striped things",0.05,"polka-dotted things",0.05,"clouds",0.05,"circles",0.05,"squares",0.05,"shape","texture",122,122,122,"cloud",1,2,1,13,13,13,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"112",112,7,35,9,"2/3","English","solid things",0.05,"striped things",0.05,"polka-dotted things",0.05,"blue things",0.05,"red things",0.05,"green things",0.05,"color","texture",332,333,332,"red",3,2,3,18,27,18,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.36618,0.30048,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.36681,0.29985,213232,2.20047769191524
