"","workerid","utterance","response","feedback","object1","object2","object3","object1shape","object1pattern","object1color","object2shape","object2pattern","object2color","object3shape","object3pattern","object3color","preferenceDimension","Pref1","Pref2","Pref3"
"927",47,"striped",2,"VeryGood","213","321","323","circle","plain","green","square","striped","blue","square","striped","green","color","red","blue","green"
"928",47,"circle",2,"VeryGood","131","222","221","cloud","dotted","blue","circle","striped","red","circle","striped","blue","color","red","blue","green"
"929",47,"striped",2,"Good","313","121","122","square","plain","green","cloud","striped","blue","cloud","striped","red","color","red","blue","green"
"930",47,"circle",2,"VeryGood","223","221","112","circle","striped","green","circle","striped","blue","cloud","plain","red","color","red","blue","green"
"931",47,"striped",2,"VeryGood","132","322","321","cloud","dotted","red","square","striped","red","square","striped","blue","color","red","blue","green"
"932",47,"plain",2,"VeryGood","113","112","233","cloud","plain","green","cloud","plain","red","circle","dotted","green","color","red","blue","green"
"933",47,"cloud",2,"VeryGood","111","112","323","cloud","plain","blue","cloud","plain","red","square","striped","green","color","red","blue","green"
"934",47,"striped",2,"VeryGood","333","222","221","square","dotted","green","circle","striped","red","circle","striped","blue","color","red","blue","green"
"935",47,"striped",2,"VeryGood","333","122","123","square","dotted","green","cloud","striped","red","cloud","striped","green","color","red","blue","green"
"936",47,"cloud",2,"Good","232","123","121","circle","dotted","red","cloud","striped","green","cloud","striped","blue","color","red","blue","green"
"937",47,"striped",1,"Good","123","233","122","cloud","striped","green","circle","dotted","green","cloud","striped","red","color","red","blue","green"
"938",47,"striped",3,"Good","322","112","323","square","striped","red","cloud","plain","red","square","striped","green","color","red","blue","green"
"939",47,"striped",1,"Good","123","211","121","cloud","striped","green","circle","plain","blue","cloud","striped","blue","color","red","blue","green"
"940",47,"cloud",2,"VeryGood","131","132","223","cloud","dotted","blue","cloud","dotted","red","circle","striped","green","color","red","blue","green"
"941",48,"plain",1,"Good","311","312","123","square","plain","blue","square","plain","red","cloud","striped","green","color","red","blue","green"
"942",48,"square",2,"VeryGood","232","321","323","circle","dotted","red","square","striped","blue","square","striped","green","color","red","blue","green"
"943",48,"striped",3,"Good","111","322","321","cloud","plain","blue","square","striped","red","square","striped","blue","color","red","blue","green"
"944",48,"cloud",3,"Good","132","222","131","cloud","dotted","red","circle","striped","red","cloud","dotted","blue","color","red","blue","green"
"945",48,"cloud",2,"Good","132","133","322","cloud","dotted","red","cloud","dotted","green","square","striped","red","color","red","blue","green"
"946",48,"cloud",2,"VeryGood","123","121","312","cloud","striped","green","cloud","striped","blue","square","plain","red","color","red","blue","green"
"947",48,"striped",1,"Good","121","122","231","cloud","striped","blue","cloud","striped","red","circle","dotted","blue","color","red","blue","green"
"948",48,"cloud",1,"Good","111","333","112","cloud","plain","blue","square","dotted","green","cloud","plain","red","color","red","blue","green"
"949",48,"plain",2,"Good","312","313","122","square","plain","red","square","plain","green","cloud","striped","red","color","red","blue","green"
"950",48,"cloud",2,"Good","112","113","321","cloud","plain","red","cloud","plain","green","square","striped","blue","color","red","blue","green"
"951",48,"circle",1,"Good","223","222","132","circle","striped","green","circle","striped","red","cloud","dotted","red","color","red","blue","green"
"952",48,"striped",1,"Good","123","313","122","cloud","striped","green","square","plain","green","cloud","striped","red","color","red","blue","green"
"953",48,"square",2,"VeryGood","313","311","232","square","plain","green","square","plain","blue","circle","dotted","red","color","red","blue","green"
"954",48,"plain",3,"Good","331","112","111","square","dotted","blue","cloud","plain","red","cloud","plain","blue","color","red","blue","green"
"955",48,"circle",3,"Good","123","232","233","cloud","striped","green","circle","dotted","red","circle","dotted","green","color","red","blue","green"
"956",48,"dotted",1,"VeryGood","331","123","333","square","dotted","blue","cloud","striped","green","square","dotted","green","color","red","blue","green"
"957",48,"cloud",1,"Good","131","321","132","cloud","dotted","blue","square","striped","blue","cloud","dotted","red","color","red","blue","green"
"958",48,"cloud",1,"Good","113","231","112","cloud","plain","green","circle","dotted","blue","cloud","plain","red","color","red","blue","green"
"959",48,"dotted",1,"Good","133","132","223","cloud","dotted","green","cloud","dotted","red","circle","striped","green","color","red","blue","green"
"960",48,"plain",3,"VeryGood","222","113","111","circle","striped","red","cloud","plain","green","cloud","plain","blue","color","red","blue","green"
"981",50,"red",2,"Good","331","322","222","square","dotted","blue","square","striped","red","circle","striped","red","shape","cloud","circle","square"
"982",50,"striped",2,"Good","332","323","123","square","dotted","red","square","striped","green","cloud","striped","green","shape","cloud","circle","square"
"983",50,"dotted",1,"Good","231","223","131","circle","dotted","blue","circle","striped","green","cloud","dotted","blue","shape","cloud","circle","square"
"984",50,"blue",3,"VeryGood","321","332","121","square","striped","blue","square","dotted","red","cloud","striped","blue","shape","cloud","circle","square"
"985",50,"green",2,"VeryGood","322","133","333","square","striped","red","cloud","dotted","green","square","dotted","green","shape","cloud","circle","square"
"986",50,"striped",2,"VeryGood","333","121","321","square","dotted","green","cloud","striped","blue","square","striped","blue","shape","cloud","circle","square"
"987",50,"green",3,"Good","111","123","323","cloud","plain","blue","cloud","striped","green","square","striped","green","shape","cloud","circle","square"
"988",50,"plain",3,"Good","211","223","311","circle","plain","blue","circle","striped","green","square","plain","blue","shape","cloud","circle","square"
"989",50,"blue",2,"VeryGood","321","221","233","square","striped","blue","circle","striped","blue","circle","dotted","green","shape","cloud","circle","square"
"990",50,"red",3,"VeryGood","332","113","232","square","dotted","red","cloud","plain","green","circle","dotted","red","shape","cloud","circle","square"
"991",50,"plain",2,"VeryGood","322","113","213","square","striped","red","cloud","plain","green","circle","plain","green","shape","cloud","circle","square"
"992",50,"green",1,"Good","313","232","113","square","plain","green","circle","dotted","red","cloud","plain","green","shape","cloud","circle","square"
"993",50,"blue",2,"Good","232","311","211","circle","dotted","red","square","plain","blue","circle","plain","blue","shape","cloud","circle","square"
"994",50,"red",1,"VeryGood","212","331","312","circle","plain","red","square","dotted","blue","square","plain","red","shape","cloud","circle","square"
"995",50,"plain",2,"Good","223","311","111","circle","striped","green","square","plain","blue","cloud","plain","blue","shape","cloud","circle","square"
"996",50,"striped",2,"Good","221","321","232","circle","striped","blue","square","striped","blue","circle","dotted","red","shape","cloud","circle","square"
"997",50,"dotted",2,"Good","133","233","221","cloud","dotted","green","circle","dotted","green","circle","striped","blue","shape","cloud","circle","square"
"998",50,"red",2,"Good","221","332","132","circle","striped","blue","square","dotted","red","cloud","dotted","red","shape","cloud","circle","square"
"999",50,"striped",1,"Good","321","313","221","square","striped","blue","square","plain","green","circle","striped","blue","shape","cloud","circle","square"
"1000",50,"striped",2,"Good","123","223","312","cloud","striped","green","circle","striped","green","square","plain","red","shape","cloud","circle","square"
"1001",51,"circle",2,"Good","112","232","231","cloud","plain","red","circle","dotted","red","circle","dotted","blue","color","blue","red","green"
"1002",51,"striped",2,"VeryGood","332","221","223","square","dotted","red","circle","striped","blue","circle","striped","green","color","blue","red","green"
"1003",51,"square",1,"VeryGood","322","213","323","square","striped","red","circle","plain","green","square","striped","green","color","blue","red","green"
"1004",51,"circle",2,"VeryGood","123","211","212","cloud","striped","green","circle","plain","blue","circle","plain","red","color","blue","red","green"
"1005",51,"striped",1,"Good","122","121","231","cloud","striped","red","cloud","striped","blue","circle","dotted","blue","color","blue","red","green"
"1006",51,"cloud",1,"VeryGood","131","323","132","cloud","dotted","blue","square","striped","green","cloud","dotted","red","color","blue","red","green"
"1007",51,"circle",2,"VeryGood","232","231","312","circle","dotted","red","circle","dotted","blue","square","plain","red","color","blue","red","green"
"1008",51,"circle",2,"Good","133","223","222","cloud","dotted","green","circle","striped","green","circle","striped","red","color","blue","red","green"
"1009",51,"circle",1,"VeryGood","221","222","331","circle","striped","blue","circle","striped","red","square","dotted","blue","color","blue","red","green"
"1010",51,"plain",1,"VeryGood","211","213","123","circle","plain","blue","circle","plain","green","cloud","striped","green","color","blue","red","green"
"1011",51,"dotted",1,"VeryGood","231","233","112","circle","dotted","blue","circle","dotted","green","cloud","plain","red","color","blue","red","green"
"1012",51,"dotted",1,"Good","233","312","232","circle","dotted","green","square","plain","red","circle","dotted","red","color","blue","red","green"
"1013",51,"plain",1,"VeryGood","111","231","112","cloud","plain","blue","circle","dotted","blue","cloud","plain","red","color","blue","red","green"
"1014",51,"cloud",2,"VeryGood","113","111","232","cloud","plain","green","cloud","plain","blue","circle","dotted","red","color","blue","red","green"
"1015",51,"plain",1,"Good","113","221","112","cloud","plain","green","circle","striped","blue","cloud","plain","red","color","blue","red","green"
"1016",51,"plain",1,"VeryGood","211","213","132","circle","plain","blue","circle","plain","green","cloud","dotted","red","color","blue","red","green"
"1017",51,"cloud",2,"VeryGood","212","132","133","circle","plain","red","cloud","dotted","red","cloud","dotted","green","color","blue","red","green"
"1018",51,"circle",2,"VeryGood","331","212","213","square","dotted","blue","circle","plain","red","circle","plain","green","color","blue","red","green"
"1019",51,"plain",3,"VeryGood","213","121","211","circle","plain","green","cloud","striped","blue","circle","plain","blue","color","blue","red","green"
"1020",51,"circle",2,"Good","222","223","113","circle","striped","red","circle","striped","green","cloud","plain","green","color","blue","red","green"
"1021",52,"square",3,"Good","323","122","313","square","striped","green","cloud","striped","red","square","plain","green","pattern","striped","plain","dotted"
"1022",52,"square",1,"Good","331","311","213","square","dotted","blue","square","plain","blue","circle","plain","green","pattern","striped","plain","dotted"
"1023",52,"green",2,"VeryGood","111","313","333","cloud","plain","blue","square","plain","green","square","dotted","green","pattern","striped","plain","dotted"
"1024",52,"red",2,"VeryGood","332","312","211","square","dotted","red","square","plain","red","circle","plain","blue","pattern","striped","plain","dotted"
"1025",52,"red",3,"VeryGood","132","311","112","cloud","dotted","red","square","plain","blue","cloud","plain","red","pattern","striped","plain","dotted"
"1026",52,"square",3,"Good","323","111","333","square","striped","green","cloud","plain","blue","square","dotted","green","pattern","striped","plain","dotted"
"1027",52,"square",1,"Good","333","222","323","square","dotted","green","circle","striped","red","square","striped","green","pattern","striped","plain","dotted"
"1028",52,"red",1,"Good","112","122","213","cloud","plain","red","cloud","striped","red","circle","plain","green","pattern","striped","plain","dotted"
"1029",52,"red",2,"Good","222","212","331","circle","striped","red","circle","plain","red","square","dotted","blue","pattern","striped","plain","dotted"
"1030",52,"blue",2,"Good","112","331","311","cloud","plain","red","square","dotted","blue","square","plain","blue","pattern","striped","plain","dotted"
"1031",52,"square",3,"VeryGood","223","331","321","circle","striped","green","square","dotted","blue","square","striped","blue","pattern","striped","plain","dotted"
"1032",52,"cloud",3,"Good","111","222","131","cloud","plain","blue","circle","striped","red","cloud","dotted","blue","pattern","striped","plain","dotted"
"1033",52,"circle",1,"VeryGood","221","122","231","circle","striped","blue","cloud","striped","red","circle","dotted","blue","pattern","striped","plain","dotted"
"1034",52,"cloud",3,"VeryGood","113","322","123","cloud","plain","green","square","striped","red","cloud","striped","green","pattern","striped","plain","dotted"
"1035",52,"square",1,"VeryGood","323","231","313","square","striped","green","circle","dotted","blue","square","plain","green","pattern","striped","plain","dotted"
"1036",52,"circle",3,"Good","323","212","232","square","striped","green","circle","plain","red","circle","dotted","red","pattern","striped","plain","dotted"
"1037",52,"blue",2,"Good","221","211","113","circle","striped","blue","circle","plain","blue","cloud","plain","green","pattern","striped","plain","dotted"
"1038",52,"red",2,"VeryGood","333","122","112","square","dotted","green","cloud","striped","red","cloud","plain","red","pattern","striped","plain","dotted"
"1039",52,"red",2,"Good","233","132","112","circle","dotted","green","cloud","dotted","red","cloud","plain","red","pattern","striped","plain","dotted"
"1040",52,"blue",3,"VeryGood","131","232","111","cloud","dotted","blue","circle","dotted","red","cloud","plain","blue","pattern","striped","plain","dotted"
"1041",53,"square",3,"Good","221","333","313","circle","striped","blue","square","dotted","green","square","plain","green","pattern","dotted","striped","plain"
"1042",53,"red",3,"Good","321","122","112","square","striped","blue","cloud","striped","red","cloud","plain","red","pattern","dotted","striped","plain"
"1043",53,"green",1,"VeryGood","333","313","212","square","dotted","green","square","plain","green","circle","plain","red","pattern","dotted","striped","plain"
"1044",53,"square",2,"VeryGood","223","321","311","circle","striped","green","square","striped","blue","square","plain","blue","pattern","dotted","striped","plain"
"1045",53,"square",2,"VeryGood","312","322","133","square","plain","red","square","striped","red","cloud","dotted","green","pattern","dotted","striped","plain"
"1046",53,"square",1,"VeryGood","331","223","311","square","dotted","blue","circle","striped","green","square","plain","blue","pattern","dotted","striped","plain"
"1047",53,"blue",3,"Good","131","322","121","cloud","dotted","blue","square","striped","red","cloud","striped","blue","pattern","dotted","striped","plain"
"1048",53,"red",1,"Bad","221","322","312","circle","striped","blue","square","striped","red","square","plain","red","pattern","dotted","striped","plain"
"1049",53,"green",1,"VeryGood","323","222","313","square","striped","green","circle","striped","red","square","plain","green","pattern","dotted","striped","plain"
"1050",53,"blue",1,"Good","211","231","112","circle","plain","blue","circle","dotted","blue","cloud","plain","red","pattern","dotted","striped","plain"
"1051",53,"cloud",1,"VeryGood","132","223","122","cloud","dotted","red","circle","striped","green","cloud","striped","red","pattern","dotted","striped","plain"
"1052",53,"circle",2,"VeryGood","223","233","311","circle","striped","green","circle","dotted","green","square","plain","blue","pattern","dotted","striped","plain"
"1053",53,"blue",3,"Good","131","333","121","cloud","dotted","blue","square","dotted","green","cloud","striped","blue","pattern","dotted","striped","plain"
"1054",53,"cloud",1,"VeryGood","131","111","322","cloud","dotted","blue","cloud","plain","blue","square","striped","red","pattern","dotted","striped","plain"
"1055",53,"red",2,"Good","323","212","222","square","striped","green","circle","plain","red","circle","striped","red","pattern","dotted","striped","plain"
"1056",53,"blue",2,"Good","221","211","113","circle","striped","blue","circle","plain","blue","cloud","plain","green","pattern","dotted","striped","plain"
"1057",53,"blue",3,"VeryGood","133","321","331","cloud","dotted","green","square","striped","blue","square","dotted","blue","pattern","dotted","striped","plain"
"1058",53,"cloud",1,"VeryGood","132","323","112","cloud","dotted","red","square","striped","green","cloud","plain","red","pattern","dotted","striped","plain"
"1059",53,"cloud",3,"Good","232","133","123","circle","dotted","red","cloud","dotted","green","cloud","striped","green","pattern","dotted","striped","plain"
"1060",53,"green",1,"VeryGood","123","232","113","cloud","striped","green","circle","dotted","red","cloud","plain","green","pattern","dotted","striped","plain"
"1061",54,"striped",3,"VeryGood","123","111","323","cloud","striped","green","cloud","plain","blue","square","striped","green","shape","circle","square","cloud"
"1062",54,"plain",1,"VeryGood","213","121","113","circle","plain","green","cloud","striped","blue","cloud","plain","green","shape","circle","square","cloud"
"1063",54,"plain",2,"Good","223","312","212","circle","striped","green","square","plain","red","circle","plain","red","shape","circle","square","cloud"
"1064",54,"blue",1,"Good","121","133","321","cloud","striped","blue","cloud","dotted","green","square","striped","blue","shape","circle","square","cloud"
"1065",54,"plain",2,"VeryGood","112","212","331","cloud","plain","red","circle","plain","red","square","dotted","blue","shape","circle","square","cloud"
"1066",54,"striped",1,"Good","123","212","323","cloud","striped","green","circle","plain","red","square","striped","green","shape","circle","square","cloud"
"1067",54,"plain",3,"Good","213","132","313","circle","plain","green","cloud","dotted","red","square","plain","green","shape","circle","square","cloud"
"1068",54,"plain",2,"Good","212","312","333","circle","plain","red","square","plain","red","square","dotted","green","shape","circle","square","cloud"
"1069",54,"plain",3,"VeryGood","112","333","212","cloud","plain","red","square","dotted","green","circle","plain","red","shape","circle","square","cloud"
"1070",54,"red",1,"Good","332","232","211","square","dotted","red","circle","dotted","red","circle","plain","blue","shape","circle","square","cloud"
"1071",54,"green",3,"VeryGood","313","232","213","square","plain","green","circle","dotted","red","circle","plain","green","shape","circle","square","cloud"
"1072",54,"red",2,"VeryGood","112","212","233","cloud","plain","red","circle","plain","red","circle","dotted","green","shape","circle","square","cloud"
"1073",54,"dotted",1,"Good","133","333","112","cloud","dotted","green","square","dotted","green","cloud","plain","red","shape","circle","square","cloud"
"1074",54,"blue",1,"VeryGood","211","133","311","circle","plain","blue","cloud","dotted","green","square","plain","blue","shape","circle","square","cloud"
"1075",54,"plain",2,"VeryGood","122","211","311","cloud","striped","red","circle","plain","blue","square","plain","blue","shape","circle","square","cloud"
"1076",54,"blue",2,"Good","112","121","321","cloud","plain","red","cloud","striped","blue","square","striped","blue","shape","circle","square","cloud"
"1077",54,"red",1,"VeryGood","212","231","112","circle","plain","red","circle","dotted","blue","cloud","plain","red","shape","circle","square","cloud"
"1078",54,"dotted",1,"VeryGood","233","333","221","circle","dotted","green","square","dotted","green","circle","striped","blue","shape","circle","square","cloud"
"1079",54,"dotted",2,"VeryGood","221","232","332","circle","striped","blue","circle","dotted","red","square","dotted","red","shape","circle","square","cloud"
"1080",54,"green",2,"VeryGood","123","223","132","cloud","striped","green","circle","striped","green","cloud","dotted","red","shape","circle","square","cloud"
