"","X.1","X","workerid","pref1","order0","simPreference0","simulatedAnswer","numFeatures","normResponse0","simRank1","targetFeature","Answer.time_in_minutes","simPreference2","obj1","obj2","pref0","guessRank0","certainty","order2","evalNum","simRank0","targetFeatureNum","normResponse2","sex","order1","guessRank2","normResponse1","blockNr","obj3","simRank2","simPreference1","utterance","uttCode","response1","pref2","featuresPresent","response0","targetUttCode","guessRank1","response2","item","trialNum","education","enjoyment","language","gender","comments","age","assess","uttFeat","targetOC27","obj1OC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"769",769,833,52,"red",231,0.5,231,4,0.476190476190476,"blue","color",11.5447166666667,0,121,231,"blue","red",0.5,121,3,"red",3,0.0476190476190476,"female",233,"green",0.476190476190476,0,233,"green",1,"circle","22a2b",0.5,"green","['cloud', 'circle', 'striped', 'polka-dotted']",0.5,"22a2b-2b","blue",0.05,23242,0,4,2,"English","Male",NA,44,"Yes",1,8,4,8,26,NA,NA,NA,NA,NA,NA,0.47619,0.47619,0.04762,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.34459,0.52291,0.1325,212122,0
"773",773,837,52,"red",322,1,211,4,0.6,"green","color",11.5447166666667,0.5,211,212,"blue","blue",1,211,3,"blue",3,0.4,"female",212,"red",0,1,322,"red",0,"circle","22a2b",0,"green","['circle', 'square', 'solid', 'striped']",0.6,"22a2b-2b","green",0.4,4102,0,4,2,"English","Male",NA,44,"Yes",1,2,2,11,15,NA,NA,NA,NA,NA,NA,0.6,0,0.4,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.35797,0.16102,0.48101,212112,0
"777",777,841,52,"striped",132,0.5,322,4,0.259259259259259,"solid","texture",11.5447166666667,0,121,322,"solid","striped",0.4,121,3,"striped",2,0.259259259259259,"female",322,"polka-dotted",0.481481481481481,2,132,"polka-dotted",1,"red","22b2b",0.65,"polka-dotted","['cloud', 'square', 'blue', 'red']",0.35,"22b2b-2","solid",0.35,5491,0,4,2,"English","Male",NA,44,"Yes",3,15,4,15,16,NA,NA,NA,0.25926,0.48148,0.25926,NA,NA,NA,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.52291,0.34459,0.1325,0,0,0,212212,0
"781",781,845,52,"circle",312,1,111,4,0.5,"circle","shape",11.5447166666667,0,111,312,"cloud","cloud",0.6,111,3,"cloud",1,0.25,"female",332,"square",0.25,3,332,"square",0.5,"solid","22a2b",0.3,"square","['solid', 'polka-dotted', 'blue', 'red']",0.6,"22a2b-2a","circle",0.3,7350,0,4,2,"English","Male",NA,44,"Yes",2,1,1,12,18,0.5,0.25,0.25,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,0,0,0,0,0.35797,0.48101,0.16102,0,0,0,0,0,0,211212,0
"785",785,849,53,"striped",112,0.5,333,4,0,"solid","texture",11.26785,1,112,313,"solid","polka-dotted",1,333,3,"polka-dotted",2,0.666666666666667,"female",313,"striped",0.333333333333333,0,333,"striped",0,"square","22a2b",0.5,"polka-dotted","['cloud', 'square', 'red', 'green']",0,"22a2b-2b","solid",1,27991,0,2,2,"English",NA,"That was really interesting to complete.",34,"Yes",1,27,10,21,27,NA,NA,NA,0,0.33333,0.66667,NA,NA,NA,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.15248,0.47965,0.36787,0,0,0,212112,0
"789",789,853,53,"striped",132,1,132,4,0.333333333333333,"polka-dotted","texture",11.26785,0.5,122,132,"solid","polka-dotted",1,122,2,"solid",2,0.555555555555555,"female",223,"striped",0.111111111111111,1,223,"striped",0,"red","22a2b",0.15,"polka-dotted","['cloud', 'circle', 'red', 'green']",0.45,"22a2b-2b","solid",0.75,16571,0,2,2,"English",NA,"That was really interesting to complete.",34,"Yes",3,16,13,16,23,NA,NA,NA,0.33333,0.11111,0.55556,NA,NA,NA,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.47965,0.15248,0.36787,0,0,0,212112,0
"793",793,857,53,"striped",233,0.5,223,3,0.333333333333333,"solid","texture",11.26785,0,222,223,"solid","striped",0.75,222,2,"striped",2,0.133333333333333,"female",223,"solid",0.533333333333333,2,233,"polka-dotted",1,"circle","322b",0.8,"polka-dotted","['circle', 'red', 'green']",0.5,"322b-2","polka-dotted",0.2,25440,0,2,2,"English",NA,"That was really interesting to complete.",34,"Yes",1,23,14,23,26,NA,NA,NA,0.33333,0.53333,0.13333,NA,NA,NA,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0,0.62716,0.25432,0.11853,0,0,0,322122,0
"797",797,861,53,"circle",223,0.5,223,3,0.1875,"cloud","shape",11.26785,0,113,213,"cloud","circle",0.7,213,2,"circle",1,0.3125,"female",113,"cloud",0.5,3,223,"square",1,"green","322b",0.8,"square","['solid', 'striped', 'green']",0.3,"322b-2","square",0.5,17290,0,2,2,"English",NA,"That was really interesting to complete.",34,"Yes",3,23,19,20,23,0.1875,0.5,0.3125,NA,NA,NA,NA,NA,NA,0,0.33333,0.66667,0,0,0,0,0,0,0.11853,0.25432,0.62716,0,0,0,0,0,0,322112,0
"801",801,865,54,"red",223,0,211,4,0.590909090909091,"red","color",10.2674333333333,1,211,232,"blue","blue",0.75,211,1,"green",3,0.136363636363636,"male",232,"red",0.272727272727273,0,223,"blue",0.5,"solid","311",0.3,"green","['circle', 'solid', 'striped', 'polka-dotted']",0.65,"311-3","green",0.15,16611,0,3,1,"english","Male",NA,21,"Yes",2,2,2,17,23,NA,NA,NA,NA,NA,NA,0.59091,0.27273,0.13636,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.35884,0.32058,0.32058,113211,0
"805",805,869,54,"red",322,0.5,331,4,0.484848484848485,"blue","color",10.2674333333333,1,121,331,"blue","green",0.8,121,3,"green",3,0.393939393939394,"male",331,"red",0.121212121212121,1,322,"red",0,"square","22b2b",0.2,"green","['cloud', 'square', 'striped', 'polka-dotted']",0.8,"22b2b-2","blue",0.65,3952,0,3,1,"english","Male",NA,21,"Yes",1,9,4,9,15,NA,NA,NA,NA,NA,NA,0.48485,0.12121,0.39394,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.30578,0.16901,0.52521,212212,0
"809",809,873,54,"striped",121,0.5,121,4,0.214285714285714,"solid","texture",10.2674333333333,0,121,113,"solid","striped",0.75,113,2,"striped",2,0.214285714285714,"male",333,"solid",0.571428571428571,2,333,"polka-dotted",1,"cloud","22b1",0.8,"polka-dotted","['cloud', 'square', 'blue', 'green']",0.3,"22b1-3","polka-dotted",0.3,27561,0,3,1,"english","Male",NA,21,"Yes",1,4,4,19,27,NA,NA,NA,0.21429,0.57143,0.21429,NA,NA,NA,0,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0.22179,0.45388,0.32433,0,0,0,211211,0
"813",813,877,54,"striped",221,1,112,4,0.484848484848485,"polka-dotted","texture",10.2674333333333,0.5,221,112,"solid","solid",0.8,112,3,"solid",2,0.212121212121212,"male",132,"striped",0.303030303030303,3,132,"striped",0,"red","22a1",0.5,"polka-dotted","['cloud', 'circle', 'blue', 'red']",0.8,"22a1-3","polka-dotted",0.35,4951,0,3,1,"english","Male",NA,21,"Yes",3,10,5,10,16,NA,NA,NA,0.48485,0.30303,0.21212,NA,NA,NA,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0,0.45388,0.32433,0.22179,0,0,0,212111,0
"817",817,881,55,"circle",111,0.5,133,4,0.6,"cloud","shape",6.83115,0,111,311,"cloud","circle",1,311,3,"circle",1,0,"female",133,"square",0.4,0,133,"square",1,"polka-dotted","22a2b",0.5,"square","['solid', 'polka-dotted', 'blue', 'green']",0.75,"22a2b-2b","cloud",0,20250,0,3,2," English","Female","Thank you! fun task!",26,"Yes",2,25,1,3,25,0.6,0.4,0,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.33431,0.37524,0.29046,0,0,0,0,0,0,122112,0
"821",821,885,55,"striped",222,1,332,4,0.277777777777778,"polka-dotted","texture",6.83115,0.5,221,222,"solid","solid",1,221,3,"solid",2,0.444444444444444,"female",332,"striped",0.277777777777778,1,332,"striped",0,"red","22a2b",0.5,"polka-dotted","['circle', 'square', 'blue', 'red']",0.5,"22a2b-2a","polka-dotted",0.8,7621,0,3,2," English","Female","Thank you! fun task!",26,"Yes",3,18,5,14,18,NA,NA,NA,0.27778,0.27778,0.44444,NA,NA,NA,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.48833,0.16355,0.34812,0,0,0,211212,0
"825",825,889,55,"red",332,0,323,4,0.25,"red","color",6.83115,1,132,332,"blue","green",1,132,3,"green",3,0.5,"female",323,"blue",0.25,2,323,"blue",0.5,"square","22a2b",0.5,"green","['cloud', 'square', 'striped', 'polka-dotted']",0.5,"22a2b-2a","red",1,19222,0,3,2," English","Female","Thank you! fun task!",26,"Yes",1,24,16,18,24,NA,NA,NA,NA,NA,NA,0.25,0.25,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.48833,0.16355,0.34812,211212,0
"829",829,893,55,"striped",233,0,233,3,0.25,"striped","texture",6.83115,1,113,123,"solid","polka-dotted",1,123,3,"polka-dotted",2,0.5,"female",113,"solid",0.25,3,233,"solid",0.5,"green","321",0.5,"polka-dotted","['cloud', 'circle', 'green']",0.5,"321-3","striped",1,25281,0,3,2," English","Female","Thank you! fun task!",26,"Yes",3,26,19,22,26,NA,NA,NA,0.25,0.25,0.5,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0.21369,0.21369,0.57262,0,0,0,321211,0
"833",833,897,56,"red",223,0,223,4,0.344827586206897,"red","color",9.26931666666667,1,222,313,"blue","green",0.85,313,3,"green",3,0.482758620689655,"male",222,"blue",0.172413793103448,0,223,"blue",0.5,"circle","22a2b",0.25,"green","['circle', 'square', 'solid', 'striped']",0.5,"22a2b-2b","red",0.7,17432,0,4,2,"English","Male","No comments!",64,"Yes",1,23,14,21,23,NA,NA,NA,NA,NA,NA,0.34483,0.17241,0.48276,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.51671,0.17584,0.30745,212122,0
"837",837,901,56,"red",232,1,121,4,0.413793103448276,"red","color",9.26931666666667,0,121,232,"blue","blue",0.85,123,3,"blue",3,0.241379310344828,"male",121,"green",0.344827586206897,1,123,"green",0.5,"cloud","22a1",0.5,"green","['cloud', 'circle', 'striped', 'polka-dotted']",0.6,"22a1-3","red",0.35,14532,0,4,2,"English","Male","No comments!",64,"Yes",1,4,4,17,22,NA,NA,NA,NA,NA,NA,0.41379,0.34483,0.24138,0,0,0,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0,0.43979,0.33333,0.22687,212111,0
"841",841,905,56,"red",223,0.5,231,3,0.483870967741935,"blue","color",9.26931666666667,1,231,232,"blue","blue",1,231,2,"green",3,0.32258064516129,"male",232,"red",0.193548387096774,2,223,"red",0,"polka-dotted","321",0.3,"green","['circle', 'striped', 'polka-dotted']",0.75,"321-3","green",0.5,16671,0,4,2,"English","Male","No comments!",64,"Yes",2,8,8,17,23,NA,NA,NA,NA,NA,NA,0.48387,0.19355,0.32258,0,0,0,0,0,0,0.66667,0,0.33333,0,0,0,0,0,0,0.43979,0.22687,0.33333,213211,0
"845",845,909,56,"red",133,0,333,3,0.32258064516129,"red","color",9.26931666666667,1,332,133,"blue","green",0.95,332,3,"green",3,0.483870967741935,"male",333,"blue",0.193548387096774,3,333,"blue",0.5,"square","322b",0.3,"green","['cloud', 'square', 'polka-dotted']",0.5,"322b-2","red",0.75,28931,0,4,2,"English","Male","No comments!",64,"Yes",1,27,18,25,27,NA,NA,NA,NA,NA,NA,0.32258,0.19355,0.48387,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.51671,0.17584,0.30745,213222,0
"849",849,913,57,"striped",211,1,211,4,1,"striped","texture",13.4021833333333,0,211,313,"solid","solid",0.95,313,2,"solid",2,0,"female",333,"striped",0,0,333,"polka-dotted",0.5,"circle","22a2b",0,"polka-dotted","['circle', 'square', 'blue', 'green']",1,"22a2b-2b","polka-dotted",0,27911,0,3,2,"English","Female","This was so much fun. I hope you submit another HIT like it and I am lucky enough to snag it. Thanks for brightening my day!",50,"Yes",1,2,2,21,27,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,122112,0
"853",853,917,57,"red",232,0,133,3,0.259259259259259,"red","color",13.4021833333333,1,131,232,"blue","blue",0.4,133,1,"green",3,0.740740740740741,"female",131,"red",0,1,133,"blue",0.5,"polka-dotted","321",0,"green","['cloud', 'circle', 'polka-dotted']",0.35,"321-3","green",1,21501,0,3,2,"English","Female","This was so much fun. I hope you submit another HIT like it and I am lucky enough to snag it. Thanks for brightening my day!",50,"Yes",2,25,7,17,25,NA,NA,NA,NA,NA,NA,0.25926,0,0.74074,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25115,0.25115,0.4977,322111,0
"857",857,921,57,"striped",313,0.5,333,2,0,"solid","texture",13.4021833333333,1,313,323,"solid","polka-dotted",0.85,333,2,"polka-dotted",2,0.575757575757576,"female",323,"solid",0.424242424242424,2,333,"striped",0,"square","331",0.7,"polka-dotted","['square', 'green']",0,"331-3","striped",0.95,28730,0,3,2,"English","Female","This was so much fun. I hope you submit another HIT like it and I am lucky enough to snag it. Thanks for brightening my day!",50,"Yes",1,27,21,24,27,NA,NA,NA,0,0.42424,0.57576,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0.25115,0.25115,0.4977,0,0,0,323211,0
"861",861,925,57,"striped",221,0,221,4,0.162162162162162,"polka-dotted","texture",13.4021833333333,0.5,121,221,"solid","polka-dotted",0.95,233,2,"striped",2,0.378378378378378,"female",121,"solid",0.459459459459459,3,233,"solid",1,"circle","22a2b",0.85,"polka-dotted","['cloud', 'circle', 'blue', 'green']",0.3,"22a2b-2a","striped",0.7,23091,0,3,2,"English","Female","This was so much fun. I hope you submit another HIT like it and I am lucky enough to snag it. Thanks for brightening my day!",50,"Yes",1,5,4,5,26,NA,NA,NA,0.16216,0.45946,0.37838,NA,NA,NA,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.51709,0.30949,0.17342,0,0,0,212222,0
"865",865,929,58,"red",223,1,223,3,0.0476190476190476,"green","color",9.97186666666667,0.5,211,212,"blue","red",0.85,212,0,"blue",3,0.809523809523809,"female",211,"blue",0.142857142857143,0,223,"red",0,"striped","321",0.15,"green","['circle', 'solid', 'striped']",0.05,"321-3","green",0.85,15861,0,3,2,"english","Male",NA,29,"Yes",2,23,2,11,23,NA,NA,NA,NA,NA,NA,0.04762,0.14286,0.80952,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.27469,0.27469,0.45062,123211,0
"869",869,933,58,"striped",222,0,222,4,0.230769230769231,"polka-dotted","texture",9.97186666666667,0.5,222,232,"solid","striped",0.8,323,3,"striped",2,0.230769230769231,"female",232,"solid",0.538461538461538,1,323,"solid",1,"red","22a2b",0.7,"polka-dotted","['circle', 'square', 'red', 'green']",0.3,"22a2b-2b","polka-dotted",0.3,19041,0,3,2,"english","Male",NA,29,"Yes",3,14,14,17,24,NA,NA,NA,0.23077,0.53846,0.23077,NA,NA,NA,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.55696,0.29358,0.14946,0,0,0,212122,0
"873",873,937,58,"red",322,0.5,333,4,0.258064516129032,"blue","color",9.97186666666667,1,312,322,"blue","green",0.9,312,3,"green",3,0.483870967741935,"female",333,"red",0.258064516129032,2,333,"red",0,"square","321",0.4,"green","['square', 'solid', 'striped', 'polka-dotted']",0.4,"321-2","blue",0.75,27021,0,3,2,"english","Male",NA,29,"Yes",1,27,12,15,27,NA,NA,NA,NA,NA,NA,0.25806,0.25806,0.48387,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.56386,0.12771,0.30843,321211,0
"877",877,941,58,"striped",222,1,233,4,0.178571428571429,"striped","texture",9.97186666666667,0,211,222,"solid","solid",0.25,211,3,"solid",2,0.607142857142857,"female",233,"polka-dotted",0.214285714285714,3,233,"polka-dotted",0.5,"green","311",0.3,"polka-dotted","['circle', 'blue', 'red', 'green']",0.25,"311-3","striped",0.85,23790,0,3,2,"english","Male",NA,29,"Yes",3,26,2,14,26,NA,NA,NA,0.17857,0.21429,0.60714,NA,NA,NA,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.27469,0.27469,0.45062,0,0,0,113211,0
"881",881,945,59,"red",121,1,331,4,0.451612903225806,"red","color",13.6376333333333,0,121,331,"blue","blue",0.65,132,3,"blue",3,0.32258064516129,"female",331,"green",0.225806451612903,0,132,"green",0.5,"polka-dotted","22b2b",0.35,"green","['cloud', 'square', 'striped', 'polka-dotted']",0.7,"22b2b-2","red",0.5,4862,0,2,2,"English","Male","Interesting experiment",29,"Yes",2,9,4,9,16,NA,NA,NA,NA,NA,NA,0.45161,0.22581,0.32258,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.298,0.18723,0.51477,212212,0
"885",885,949,59,"circle",212,0.5,111,4,0.411764705882353,"cloud","shape",13.6376333333333,1,111,212,"cloud","square",0.8,222,3,"square",1,0.294117647058824,"female",111,"circle",0.294117647058824,1,222,"circle",0,"solid","22a2b",0.5,"square","['solid', 'striped', 'blue', 'red']",0.7,"22a2b-2a","cloud",0.5,3310,0,2,2,"English","Male","Interesting experiment",29,"Yes",2,1,1,11,14,0.41176,0.29412,0.29412,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0,0,0,0,0,0.30927,0.20468,0.48605,0,0,0,0,0,0,211212,0
"889",889,953,59,"circle",232,1,133,4,0.411764705882353,"circle","shape",13.6376333333333,0,232,223,"cloud","cloud",0.8,133,3,"cloud",1,0.294117647058824,"female",223,"square",0.294117647058824,2,133,"square",0.5,"polka-dotted","22b2b",0.5,"square","['striped', 'polka-dotted', 'red', 'green']",0.7,"22b2b-2","circle",0.5,22710,0,2,2,"English","Male","Interesting experiment",29,"Yes",2,25,17,23,25,0.41176,0.29412,0.29412,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0,0,0,0,0,0.30927,0.20468,0.48605,0,0,0,0,0,0,212212,0
"893",893,957,59,"striped",231,0.5,211,4,0.393939393939394,"solid","texture",13.6376333333333,0,211,231,"solid","striped",0.65,211,3,"striped",2,0.303030303030303,"female",322,"polka-dotted",0.303030303030303,3,322,"polka-dotted",1,"blue","22a1",0.5,"polka-dotted","['circle', 'square', 'blue', 'red']",0.65,"22a1-3","solid",0.5,3861,0,2,2,"English","Male","Interesting experiment",29,"Yes",3,2,2,8,15,NA,NA,NA,0.39394,0.30303,0.30303,NA,NA,NA,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0,0.4242,0.33333,0.24247,0,0,0,212111,0
"897",897,961,60,"red",221,0.5,221,4,0.615384615384615,"blue","color",7.5764,0,221,332,"blue","red",1,332,3,"red",3,0,"male",223,"green",0.384615384615385,0,223,"green",1,"circle","22a1",0.5,"green","['circle', 'square', 'striped', 'polka-dotted']",0.8,"22a1-3","blue",0,16802,0,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",1,5,5,18,23,NA,NA,NA,NA,NA,NA,0.61538,0.38462,0,0,0,0,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0,0.47253,0.33333,0.19413,212111,0
"901",901,965,60,"striped",311,0.5,113,4,0.5,"solid","texture",7.5764,0,311,113,"solid","striped",1,133,3,"striped",2,0.25,"male",113,"polka-dotted",0.25,1,133,"polka-dotted",1,"cloud","22a2b",0.5,"polka-dotted","['cloud', 'square', 'blue', 'green']",1,"22a2b-2b","solid",0.5,21791,0,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",1,19,3,19,25,NA,NA,NA,0.5,0.25,0.25,NA,NA,NA,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.3286,0.51998,0.15142,0,0,0,212122,0
"905",905,969,60,"red",313,0,233,4,0.333333333333333,"red","color",7.5764,1,212,313,"blue","green",1,212,3,"green",3,0.666666666666667,"male",233,"blue",0,2,233,"blue",0.5,"circle","22b2b",0,"green","['circle', 'square', 'solid', 'polka-dotted']",0.5,"22b2b-2","red",1,25002,0,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",1,26,11,21,26,NA,NA,NA,NA,NA,NA,0.33333,0,0.66667,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.51998,0.15142,0.3286,212212,0
"909",909,973,60,"red",112,0.5,112,2,0.25,"blue","color",7.5764,0,111,112,"blue","red",1,113,3,"red",3,0.25,"male",111,"green",0.5,3,113,"green",1,"cloud","331",1,"green","['cloud', 'solid']",0.5,"331-3","blue",0.5,8520,0,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",1,10,1,10,19,NA,NA,NA,NA,NA,NA,0.25,0.5,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.22553,0.54895,0.22553,323211,0
"913",913,977,61,"striped",321,1,213,4,0.666666666666667,"striped","texture",3.83715,0,321,213,"solid","solid",1,213,2,"solid",2,0.291666666666667,"male",223,"striped",0.0416666666666667,0,223,"polka-dotted",0.5,"circle","22a2b",0.05,"polka-dotted","['circle', 'square', 'blue', 'green']",0.8,"22a2b-2b","polka-dotted",0.35,17161,0,3,2,"English","Male","This was fun and smooth",27,"Yes",1,20,6,20,23,NA,NA,NA,0.66667,0.04167,0.29167,NA,NA,NA,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.34711,0.16821,0.48468,0,0,0,212112,0
"917",917,981,61,"circle",333,0,233,4,0.357142857142857,"square","shape",3.83715,0.5,121,233,"cloud","circle",0.95,233,2,"circle",1,0.142857142857143,"male",121,"square",0.5,1,333,"cloud",1,"polka-dotted","22a1",0.7,"square","['striped', 'polka-dotted', 'blue', 'green']",0.5,"22a1-3","cloud",0.2,29030,0,3,2,"English","Male","This was fun and smooth",27,"Yes",2,26,4,26,27,0.35714,0.5,0.14286,NA,NA,NA,NA,NA,NA,0.33333,0.66667,0,0,0,0,0,0,0,0.32469,0.48884,0.18647,0,0,0,0,0,0,212111,0
"921",921,985,61,"striped",212,0,322,4,0.236842105263158,"polka-dotted","texture",3.83715,0.5,311,212,"solid","striped",1,311,2,"striped",2,0.236842105263158,"male",322,"polka-dotted",0.526315789473684,2,322,"solid",1,"red","22b2b",1,"polka-dotted","['circle', 'square', 'blue', 'red']",0.45,"22b2b-2","solid",0.45,4111,0,3,2,"English","Male","This was fun and smooth",27,"Yes",3,15,3,11,15,NA,NA,NA,0.23684,0.52632,0.23684,NA,NA,NA,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.16821,0.34711,0.48468,0,0,0,212212,0
"925",925,989,61,"striped",233,1,313,4,0.5,"striped","texture",3.83715,0,313,133,"solid","solid",1,313,2,"solid",2,0.25,"male",133,"striped",0.25,3,233,"polka-dotted",0.5,"green","321",0.5,"polka-dotted","['cloud', 'circle', 'square', 'green']",1,"321-2","polka-dotted",0.5,25961,0,3,2,"English","Male","This was fun and smooth",27,"Yes",3,21,21,25,26,NA,NA,NA,0.5,0.25,0.25,NA,NA,NA,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.31803,0.56066,0.12131,0,0,0,321211,0
"929",929,993,62,"striped",133,0,133,4,0.0606060606060606,"striped","texture",8.66046666666667,1,232,223,"solid","polka-dotted",1,223,3,"polka-dotted",2,0.575757575757576,"female",232,"solid",0.363636363636364,0,133,"solid",0.5,"green","22b2b",0.6,"polka-dotted","['cloud', 'circle', 'red', 'green']",0.1,"22b2b-2","striped",0.95,22711,0,1,2,"English","Female",NA,29,"Yes",3,25,17,23,25,NA,NA,NA,0.06061,0.36364,0.57576,NA,NA,NA,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.52169,0.18106,0.29726,0,0,0,212212,0
"933",933,997,62,"circle",232,1,312,4,0.303030303030303,"square","shape",8.66046666666667,0.5,312,232,"cloud","cloud",1,313,3,"cloud",1,0.454545454545455,"female",312,"circle",0.242424242424242,1,313,"circle",0,"red","22a2b",0.4,"square","['solid', 'polka-dotted', 'red', 'green']",0.5,"22a2b-2a","square",0.75,12710,0,1,2,"English","Female",NA,29,"Yes",3,12,12,17,21,0.30303,0.24242,0.45455,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0,0,0,0,0,0.52169,0.18106,0.29726,0,0,0,0,0,0,212222,0
"937",937,1001,62,"red",333,1,132,4,0.32258064516129,"red","color",8.66046666666667,0,132,233,"blue","red",1,132,1,"blue",3,0.225806451612903,"female",233,"blue",0.451612903225806,2,333,"green",0.5,"polka-dotted","321",0.7,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.5,"321-2","green",0.35,29151,0,1,2,"English","Female",NA,29,"Yes",2,16,16,26,27,NA,NA,NA,NA,NA,NA,0.32258,0.45161,0.22581,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.57502,0.27494,0.15004,321211,0
"941",941,1005,62,"red",223,1,321,3,0.411764705882353,"green","color",8.66046666666667,0.5,321,322,"blue","green",1,321,2,"blue",3,0.294117647058824,"female",322,"red",0.294117647058824,3,223,"red",0,"striped","321",0.5,"green","['circle', 'square', 'striped']",0.7,"321-3","blue",0.5,16361,0,1,2,"English","Female",NA,29,"Yes",2,6,6,15,23,NA,NA,NA,NA,NA,NA,0.41176,0.29412,0.29412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.47814,0.26093,0.26093,322111,0
"945",945,1009,63,"circle",322,0,221,4,0.230769230769231,"square","shape",7.50938333333333,0.5,221,312,"cloud","circle",0.75,221,3,"circle",1,0.153846153846154,"female",312,"cloud",0.615384615384615,0,322,"cloud",1,"striped","22a2b",0.8,"square","['solid', 'striped', 'blue', 'red']",0.3,"22a2b-2a","square",0.2,4230,0,3,2,"English","Male",NA,53,"Yes",2,5,5,12,15,0.23077,0.61538,0.15385,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,0,0,0,0,0.48338,0.326,0.19063,0,0,0,0,0,0,211212,0
"949",949,1013,63,"circle",322,0.5,322,4,0.32258064516129,"cloud","shape",7.50938333333333,1,312,322,"cloud","square",0.9,312,3,"square",1,0.548387096774194,"female",232,"circle",0.129032258064516,1,232,"circle",0,"red","321",0.2,"square","['solid', 'striped', 'polka-dotted', 'red']",0.5,"321-2","cloud",0.85,6620,0,3,2,"English","Male",NA,53,"Yes",3,15,12,15,17,0.32258,0.12903,0.54839,NA,NA,NA,NA,NA,NA,0.66667,0,0.33333,0,0,0,0,0,0,0.61622,0.15135,0.23243,0,0,0,0,0,0,322111,0
"953",953,1017,63,"circle",111,0.5,111,3,0.459459459459459,"cloud","shape",7.50938333333333,1,111,211,"cloud","square",1,211,3,"square",1,0.27027027027027,"female",221,"circle",0.27027027027027,2,221,"circle",0,"blue","322b",0.5,"square","['solid', 'striped', 'blue']",0.85,"322b-2","cloud",0.5,40,0,3,2,"English","Male",NA,53,"Yes",3,1,1,2,5,0.45946,0.27027,0.27027,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0,0,0,0,0,0.29,0.14,0.57,0,0,0,0,0,0,322112,0
