"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode"
"67",67,4,1452,12,"English","blue things",0.5,"red things",0,"green things",0,"solid things",0,"striped things",1,"polka-dotted things",0,321,131,111,"square",123211,"False",1,3,2,6,7,1,NA,NA,NA,0,1,0,1,0,0,7e-05,NA,0.99993,3e-05,0.99993,3e-05,1,NA,NA,0,NA,1,0,1,0,1,NA,NA,123211
"68",68,4,1485,13,"English","clouds",0.5,"circles",0,"squares",0,"blue things",0,"red things",0,"green things",0.5,133,111,112,"polka-dotted",123211,"False",2,1,3,25,1,10,1,0,0,NA,NA,NA,0,0,1,1,NA,NA,7e-05,NA,0.99993,3e-05,3e-05,0.99993,1,NA,NA,0,NA,1,0,0,1,123211
"69",69,4,517,14,"English","clouds",0,"circles",0,"squares",1,"solid things",0,"striped things",0,"polka-dotted things",0.95,331,333,132,"blue",112132,"False",3,1,2,9,27,16,0,0,1,0,0,1,NA,NA,NA,7e-05,NA,0.99993,NA,NA,1,0.99993,3e-05,3e-05,0,NA,1,NA,NA,1,1,0,0,113221
"70",70,4,185,15,"English","clouds",0,"circles",0,"squares",0.5,"solid things",0,"striped things",0,"polka-dotted things",1,331,311,311,"blue",323212,"True",3,1,2,9,3,3,0,0,1,0,0,1,NA,NA,NA,NA,NA,1,7e-05,NA,0.99993,1,NA,NA,NA,NA,1,0,NA,1,1,NA,NA,323212
"71",71,4,268,16,"English","blue things",0,"red things",0,"green things",0.5,"solid things",0,"striped things",1,"polka-dotted things",0.5,123,111,223,"cloud",212222,"True",1,3,2,22,1,23,NA,NA,NA,0,0.66667,0.33333,0,0,1,0.99993,7e-05,NA,7e-05,0.99993,NA,7e-05,NA,0.99993,1,0,NA,0,1,NA,0,NA,1,212222
"72",72,4,2079,17,"English","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",0,"circles",1,"squares",0,212,122,332,"red",321111,"True",3,2,1,11,13,18,0,1,0,1,0,0,NA,NA,NA,3e-05,0.99993,3e-05,0.99993,3e-05,3e-05,NA,1,NA,0,1,0,1,0,0,NA,1,NA,321111
"73",73,4,11,18,"English","blue things",0,"red things",1,"green things",0.5,"solid things",1,"striped things",0.5,"polka-dotted things",0,312,211,231,"square",122112,"False",1,3,2,12,2,8,NA,NA,NA,0.66667,0.33333,0,0,0.66667,0.33333,NA,7e-05,0.99993,0.99993,NA,7e-05,7e-05,0.99993,NA,NA,0,1,1,NA,0,0,1,NA,122112
"74",74,4,1104,19,"English","clouds",1,"circles",0,"squares",0.5,"blue things",0.5,"red things",0.75,"green things",0,122,223,223,"striped",321212,"True",2,1,3,13,23,23,0.66667,0,0.33333,NA,NA,NA,0.4,0.6,0,0.99993,7e-05,NA,NA,1,NA,NA,0.99993,7e-05,1,0,NA,NA,1,NA,NA,1,0,321212
"75",75,4,1015,20,"English","solid things",1,"striped things",0.5,"polka-dotted things",0,"clouds",1,"circles",0,"squares",0.5,112,232,213,"red",212212,"True",3,2,1,10,17,20,0.66667,0,0.33333,0.66667,0.33333,0,NA,NA,NA,0.99993,7e-05,NA,0.99993,NA,7e-05,NA,0.99993,7e-05,1,0,NA,1,NA,0,NA,1,0,212212
"76",76,5,259,6,"English","clouds",0.55,"circles",0.6,"squares",0.5,"solid things",0.8,"striped things",0.5,"polka-dotted things",0.3,113,233,112,"green",212222,"True",3,1,2,19,26,10,0.33333,0.36364,0.30303,0.5,0.3125,0.1875,NA,NA,NA,0.63527,0.36473,NA,0.63527,NA,0.36473,NA,0.36473,0.63527,0.68134,0.31866,NA,0.68134,NA,0.31866,NA,0.31866,0.68134,212222
"77",77,5,534,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,121,221,331,"cloud",112132,"False",1,2,3,4,5,9,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.63808,0.18096,0.18096,NA,0.63808,0.36192,1,NA,NA,0.46018,0.26991,0.26991,NA,0.68255,0.31745,1,NA,NA,113221
"78",78,5,2342,8,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,332,232,232,"square",123232,"False",1,3,2,18,17,17,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,0.36723,0.63277,NA,NA,1,NA,1,NA,NA,0.32615,0.67385,NA,NA,1,NA,1,NA,123232
"79",79,5,1635,9,"English","clouds",0.8,"circles",0,"squares",0.5,"solid things",0.05,"striped things",0.5,"polka-dotted things",0.85,132,212,313,"red",211112,"True",3,1,2,16,11,21,0.61538,0,0.38462,0.03571,0.35714,0.60714,NA,NA,NA,0.62051,0.18975,0.18975,0.37949,NA,0.62051,NA,0.62051,0.37949,0.42137,0.28931,0.28931,0.33968,NA,0.66032,NA,0.66032,0.33968,211211
"80",80,5,1536,10,"English","solid things",0.05,"striped things",1,"polka-dotted things",0.5,"blue things",0,"red things",0.5,"green things",0.65,223,213,211,"circle",322112,"True",1,2,3,23,20,2,NA,NA,NA,0.03226,0.64516,0.32258,0,0.43478,0.56522,NA,1,NA,0.39585,0.60415,NA,0.39585,NA,0.60415,NA,1,NA,0.35797,0.64203,NA,0.35797,NA,0.64203,322112
"81",81,5,64,11,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,311,221,123,"solid",122111,"False",2,1,3,3,5,22,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.17461,0.17461,0.65078,0.65078,0.34922,NA,0.65078,NA,0.34922,0.25406,0.25406,0.49189,0.68255,0.31745,NA,0.68255,NA,0.31745,122111
"82",82,5,664,12,"English","blue things",0.65,"red things",0.5,"green things",0.25,"solid things",0.85,"striped things",0.25,"polka-dotted things",0.5,211,223,112,"circle",212211,"True",1,3,2,2,23,10,NA,NA,NA,0.53125,0.15625,0.3125,0.46429,0.35714,0.17857,0.36605,0.63395,NA,0.63395,0.36605,NA,0.63395,0.18302,0.18302,0.33109,0.66891,NA,0.66891,0.33109,NA,0.45915,0.27043,0.27043,212211
"83",83,5,552,13,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.25,"red things",0.5,"green things",0.85,133,131,331,"cloud",213212,"True",1,2,3,25,7,9,NA,NA,NA,0.33333,0.33333,0.33333,0.15625,0.3125,0.53125,0.62716,NA,0.37284,NA,NA,1,0.37284,NA,0.62716,0.66891,NA,0.33109,NA,NA,1,0.33109,NA,0.66891,213212
"84",84,5,710,14,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",1,"green things",0.15,312,313,122,"square",212122,"True",1,2,3,12,21,13,NA,NA,NA,0.33333,0.33333,0.33333,0.30303,0.60606,0.09091,0.36671,NA,0.63329,0.63329,0.36671,NA,NA,0.63329,0.36671,0.3158,NA,0.6842,0.6842,0.3158,NA,NA,0.6842,0.3158,212122
"85",85,5,1135,15,"English","solid things",0.9,"striped things",0.35,"polka-dotted things",0.35,"clouds",0.5,"circles",0.45,"squares",0.6,312,222,222,"red",321212,"True",3,2,1,12,14,14,0.32258,0.29032,0.3871,0.5625,0.21875,0.21875,NA,NA,NA,NA,0.36831,0.63169,0.63169,0.36831,NA,NA,1,NA,NA,0.32319,0.67681,0.67681,0.32319,NA,NA,1,NA,321212
"86",86,5,487,16,"English","solid things",0.5,"striped things",0.65,"polka-dotted things",0.35,"clouds",0.5,"circles",0.4,"squares",0.75,322,232,113,"red",211111,"True",3,2,1,15,17,19,0.30303,0.24242,0.45455,0.33333,0.43333,0.23333,NA,NA,NA,0.17575,0.17575,0.6485,0.17575,0.6485,0.17575,NA,0.6485,0.3515,0.2645,0.2645,0.471,0.2645,0.471,0.2645,NA,0.67385,0.32615,211111
"87",87,5,729,17,"English","blue things",0.65,"red things",0.5,"green things",0.35,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,231,233,311,"circle",212122,"True",1,3,2,8,26,3,NA,NA,NA,0.33333,0.33333,0.33333,0.43333,0.33333,0.23333,NA,0.63329,0.36671,0.36671,NA,0.63329,0.63329,NA,0.36671,NA,0.6842,0.3158,0.3158,NA,0.6842,0.6842,NA,0.3158,212122
"88",88,5,629,18,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,111,211,323,"cloud",112121,"False",1,3,2,1,2,24,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.64383,0.17808,0.17808,0.64383,0.35617,NA,0.64383,NA,0.35617,0.46018,0.26991,0.26991,0.69215,0.30785,NA,0.69215,NA,0.30785,112121
"89",89,5,787,19,"English","blue things",0.15,"red things",0.8,"green things",0.5,"clouds",0.5,"circles",0.85,"squares",0.15,212,311,321,"solid",211212,"True",2,3,1,11,3,6,0.33333,0.56667,0.1,NA,NA,NA,0.10345,0.55172,0.34483,NA,0.61498,0.38502,0.61498,0.38502,NA,0.38502,0.61498,NA,NA,0.65573,0.34427,0.65573,0.34427,NA,0.34427,0.65573,NA,211212
"90",90,5,1938,20,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,232,121,321,"circle",111212,"False",1,3,2,17,4,6,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.17808,0.64383,0.17808,NA,0.35617,0.64383,0.35617,0.64383,NA,0.26991,0.46018,0.26991,NA,0.30785,0.69215,0.30785,0.69215,NA,111212
"91",91,6,455,6,"English","clouds",0,"circles",1,"squares",0,"blue things",0,"red things",1,"green things",0,222,323,131,"striped",211111,"True",2,1,3,14,24,7,0,1,0,NA,NA,NA,0,1,0,0.12858,0.74285,0.12858,NA,0.74285,0.25715,0.12858,0.74285,0.12858,0.12963,0.74074,0.12963,NA,0.74405,0.25595,0.12963,0.74074,0.12963,211111
"92",92,6,1333,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,311,332,112,"blue",122122,"False",3,2,1,3,18,10,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.21716,NA,0.78284,0.78284,NA,0.21716,0.78284,0.21716,NA,0.22109,NA,0.77891,0.77891,NA,0.22109,0.77891,0.22109,NA,122122
"93",93,6,1685,8,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,331,123,123,"polka-dotted",121212,"False",2,1,3,9,22,22,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.19253,NA,0.80747,NA,0.19253,0.80747,0.80747,NA,0.19253,0.1746,NA,0.8254,NA,0.1746,0.8254,0.8254,NA,0.1746,121212
"94",94,6,670,9,"English","clouds",0,"circles",1,"squares",0.5,"blue things",0,"red things",0.5,"green things",1,213,111,232,"solid",212211,"True",2,1,3,20,1,17,0,0.66667,0.33333,NA,NA,NA,0,0.33333,0.66667,0.25852,0.74148,NA,0.74148,NA,0.25852,0.12926,0.12926,0.74148,0.31502,0.68498,NA,0.68498,NA,0.31502,0.08333,0.08333,0.83333,212211
"95",95,6,1891,10,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,313,211,211,"square",123212,"False",1,3,2,21,2,2,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,0.22801,0.77199,1,NA,NA,0.22801,NA,0.77199,NA,0.23968,0.76032,1,NA,NA,0.23968,NA,0.76032,123212
"96",96,6,1613,11,"English","blue things",0.5,"red things",0,"green things",1,"solid things",0.5,"striped things",1,"polka-dotted things",0.05,223,232,131,"circle",211112,"True",1,3,2,23,17,7,NA,NA,NA,0.32258,0.64516,0.03226,0.33333,0,0.66667,0.24191,0.75809,NA,NA,0.75809,0.24191,0.12096,0.12096,0.75809,0.26984,0.73016,NA,NA,0.73016,0.26984,0.1,0.1,0.8,211211
"97",97,6,131,12,"English","clouds",1,"circles",0.5,"squares",0,"blue things",0.5,"red things",0.5,"green things",0.5,131,331,213,"polka-dotted",212111,"True",2,1,3,7,9,20,0.66667,0.33333,0,NA,NA,NA,0.33333,0.33333,0.33333,0.7762,0.1119,0.1119,0.2238,NA,0.7762,0.7762,NA,0.2238,0.8,0.1,0.1,0.23968,NA,0.76032,0.76032,NA,0.23968,212111
"98",98,6,770,13,"English","solid things",0,"striped things",1,"polka-dotted things",0.5,"clouds",1,"circles",0,"squares",0.5,123,213,211,"green",211212,"True",3,2,1,22,20,2,0.66667,0,0.33333,0,0.66667,0.33333,NA,NA,NA,0.74285,0.25715,NA,0.25715,0.74285,NA,0.25715,NA,0.74285,0.70748,0.29252,NA,0.29252,0.70748,NA,0.29252,NA,0.70748,211212
"99",99,6,1529,14,"English","clouds",0.5,"circles",0.05,"squares",1,"solid things",0,"striped things",0.5,"polka-dotted things",1,332,312,212,"red",322112,"True",3,1,2,18,12,11,0.32258,0.03226,0.64516,0,0.33333,0.66667,NA,NA,NA,NA,0.25525,0.74475,0.25525,NA,0.74475,NA,1,NA,NA,0.28912,0.71088,0.28912,NA,0.71088,NA,1,NA,322112
"100",100,6,325,15,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",1,"striped things",0,"polka-dotted things",0,311,331,323,"blue",213211,"True",3,1,2,3,9,24,0.33333,0.33333,0.33333,1,0,0,NA,NA,NA,NA,NA,1,0.75273,0.12363,0.12363,0.75273,NA,0.24727,NA,NA,1,0.76667,0.11667,0.11667,0.74405,NA,0.25595,213211
"101",101,6,679,16,"English","clouds",0.5,"circles",1,"squares",0,"solid things",0,"striped things",0.5,"polka-dotted things",1,232,312,221,"red",212211,"True",3,1,2,17,12,5,0.33333,0.66667,0,0,0.33333,0.66667,NA,NA,NA,NA,0.74148,0.25852,0.12926,0.12926,0.74148,0.25852,0.74148,NA,NA,0.68498,0.31502,0.08333,0.08333,0.83333,0.31502,0.68498,NA,212211
"102",102,6,1496,17,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,123,222,221,"cloud",123211,"False",1,3,2,22,14,5,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.7784,0.2216,NA,NA,1,NA,0.1108,0.1108,0.7784,0.74405,0.25595,NA,NA,1,NA,0.08333,0.08333,0.83333,123211
"103",103,6,2096,18,"English","solid things",0,"striped things",0,"polka-dotted things",1,"clouds",0,"circles",0,"squares",1,333,123,213,"green",321111,"True",3,2,1,27,22,20,0,0,1,0,0,1,NA,NA,NA,0.12858,0.12858,0.74285,0.12858,0.12858,0.74285,NA,NA,1,0.12963,0.12963,0.74074,0.12963,0.12963,0.74074,NA,NA,1,321111
"104",104,6,1668,19,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,123,211,211,"green",121212,"False",3,2,1,22,2,2,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.80747,0.19253,NA,0.19253,0.80747,NA,0.19253,NA,0.80747,0.8254,0.1746,NA,0.1746,0.8254,NA,0.1746,NA,0.8254,121212
"105",105,6,658,20,"English","clouds",1,"circles",0,"squares",0.5,"blue things",0,"red things",1,"green things",0.5,132,233,121,"polka-dotted",212211,"True",2,1,3,16,26,4,0.66667,0,0.33333,NA,NA,NA,0,0.66667,0.33333,0.74148,0.25852,NA,NA,0.25852,0.74148,0.12926,0.74148,0.12926,0.68498,0.31502,NA,NA,0.31502,0.68498,0.08333,0.83333,0.08333,212211
"106",106,7,223,6,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,212,212,113,"red",212132,"False",3,1,2,11,11,19,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.27207,0.72793,NA,1,NA,NA,NA,0.72793,0.27207,0.20464,0.79536,NA,1,NA,NA,NA,0.79536,0.20464,213221
"107",107,7,124,7,"English","clouds",0.5,"circles",1,"squares",0.5,"solid things",0.5,"striped things",0,"polka-dotted things",0.95,131,121,312,"blue",212111,"True",3,1,2,7,4,12,0.25,0.5,0.25,0.34483,0,0.65517,NA,NA,NA,0.7404,NA,0.2596,0.1298,0.1298,0.7404,0.7404,0.2596,NA,0.81164,NA,0.18836,0.17728,0.17728,0.64543,0.81164,0.18836,NA,212111
"108",108,7,2253,8,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,233,233,333,"circle",213232,"False",1,3,2,26,26,27,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,0.71881,0.28119,NA,NA,1,NA,NA,1,NA,0.77426,0.22574,NA,NA,1,NA,NA,1,213232
"109",109,7,1037,9,"English","clouds",0.5,"circles",1,"squares",0.05,"blue things",0.05,"red things",1,"green things",0.5,212,311,221,"solid",212212,"True",2,1,3,11,3,5,0.32258,0.64516,0.03226,NA,NA,NA,0.03226,0.64516,0.32258,NA,0.69851,0.30149,0.69851,0.30149,NA,0.30149,0.69851,NA,NA,0.74458,0.25542,0.74458,0.25542,NA,0.25542,0.74458,NA,212212
"110",110,7,762,10,"English","blue things",0.5,"red things",0.95,"green things",0,"solid things",0.95,"striped things",0,"polka-dotted things",0.5,112,123,323,"cloud",211212,"True",1,3,2,10,22,24,NA,NA,NA,0.65517,0,0.34483,0.34483,0.65517,0,0.69437,NA,0.30563,0.69437,0.30563,NA,NA,0.69437,0.30563,0.73664,NA,0.26336,0.73664,0.26336,NA,NA,0.73664,0.26336,211212
"111",111,7,149,11,"English","clouds",0.5,"circles",0.75,"squares",0.5,"blue things",0.5,"red things",1,"green things",0,212,213,331,"solid",212111,"True",2,1,3,11,20,9,0.28571,0.42857,0.28571,NA,NA,NA,0.33333,0.66667,0,NA,0.7404,0.2596,0.7404,NA,0.2596,0.1298,0.7404,0.1298,NA,0.81164,0.18836,0.81164,NA,0.18836,0.17728,0.64543,0.17728,212111
"112",112,7,555,12,"English","solid things",0.5,"striped things",0.95,"polka-dotted things",0.05,"blue things",0.5,"red things",0.5,"green things",0.5,121,131,331,"cloud",213212,"True",1,2,3,4,7,9,NA,NA,NA,0.33333,0.63333,0.03333,0.33333,0.33333,0.33333,0.70919,NA,0.29081,NA,0.70919,0.29081,1,NA,NA,0.76074,NA,0.23926,NA,0.76074,0.23926,1,NA,NA,213212
"113",113,7,2116,13,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,121,212,313,"blue",111112,"False",3,2,1,4,11,21,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.74508,0.12746,0.12746,0.25492,0.74508,NA,0.74508,0.12746,0.12746,0.67974,0.16013,0.16013,0.20464,0.79536,NA,0.67974,0.16013,0.16013,111211
"114",114,7,2074,14,"English","clouds",1,"circles",0.7,"squares",0.05,"blue things",0.25,"red things",1,"green things",0.3,112,311,213,"solid",321111,"True",2,1,3,10,3,20,0.57143,0.4,0.02857,NA,NA,NA,0.16129,0.64516,0.19355,0.71163,0.14418,0.14418,1,NA,NA,0.14418,0.71163,0.14418,0.58638,0.20681,0.20681,1,NA,NA,0.20681,0.58638,0.20681,321111
"115",115,7,805,15,"English","blue things",0.25,"red things",0.8,"green things",0.5,"solid things",0.5,"striped things",0.95,"polka-dotted things",0.2,222,323,131,"circle",112111,"False",1,3,2,14,24,7,NA,NA,NA,0.30303,0.57576,0.12121,0.16129,0.51613,0.32258,0.13852,0.72296,0.13852,NA,0.72296,0.27704,0.13852,0.72296,0.13852,0.16927,0.66146,0.16927,NA,0.77027,0.22973,0.16927,0.66146,0.16927,112111
"116",116,7,1540,16,"English","solid things",0,"striped things",1,"polka-dotted things",0.5,"clouds",0,"circles",0.5,"squares",1,323,313,113,"green",322112,"True",3,2,1,24,21,19,0,0.33333,0.66667,0,0.66667,0.33333,NA,NA,NA,0.30563,NA,0.69437,0.30563,0.69437,NA,NA,NA,1,0.26336,NA,0.73664,0.26336,0.73664,NA,NA,NA,1,322112
"117",117,7,452,17,"English","blue things",0.5,"red things",0.05,"green things",0.95,"clouds",0.05,"circles",0.5,"squares",0.95,313,112,231,"solid",211111,"True",2,3,1,21,10,8,0.03333,0.33333,0.63333,NA,NA,NA,0.33333,0.03333,0.63333,0.13688,0.13688,0.72623,0.72623,NA,0.27377,0.13688,0.13688,0.72623,0.17422,0.17422,0.65156,0.77426,NA,0.22574,0.17422,0.17422,0.65156,211111
"118",118,7,1857,18,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,311,221,221,"solid",123212,"False",2,1,3,3,5,5,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,NA,0.27207,0.72793,0.72793,0.27207,NA,1,NA,NA,NA,0.20464,0.79536,0.79536,0.20464,NA,1,NA,NA,123212
"119",119,7,2098,19,"English","clouds",0.05,"circles",0.95,"squares",0.05,"blue things",0.95,"red things",0.05,"green things",0.05,211,312,113,"solid",321111,"True",2,1,3,2,12,19,0.04762,0.90476,0.04762,NA,NA,NA,0.90476,0.04762,0.04762,0.14418,0.71163,0.14418,1,NA,NA,0.71163,0.14418,0.14418,0.20681,0.58638,0.20681,1,NA,NA,0.58638,0.20681,0.20681,321111
"120",120,7,658,20,"English","clouds",0.95,"circles",0.75,"squares",0.5,"blue things",0.5,"red things",1,"green things",0,132,233,121,"polka-dotted",212211,"True",2,1,3,16,26,4,0.43182,0.34091,0.22727,NA,NA,NA,0.33333,0.66667,0,0.72803,0.27197,NA,NA,0.27197,0.72803,0.13598,0.72803,0.13598,0.79083,0.20917,NA,NA,0.20917,0.79083,0.1768,0.64641,0.1768,212211
"121",121,8,2028,6,"english","solid things",0.7,"striped things",0.5,"polka-dotted things",0.2,"clouds",0.75,"circles",0.35,"squares",0.55,113,133,213,"green",322122,"True",3,2,1,19,25,20,0.45455,0.21212,0.33333,0.5,0.35714,0.14286,NA,NA,NA,0.64093,0.35907,NA,0.64093,NA,0.35907,NA,NA,1,0.68881,0.31119,NA,0.68881,NA,0.31119,NA,NA,1,322122
"122",122,8,1903,7,"english","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.2,"polka-dotted things",0.75,231,323,322,"blue",111212,"False",3,1,2,8,24,15,0.33333,0.33333,0.33333,0.34483,0.13793,0.51724,NA,NA,NA,NA,0.64723,0.35277,NA,0.35277,0.64723,0.64723,0.17638,0.17638,NA,0.69826,0.30174,NA,0.30174,0.69826,0.54517,0.22742,0.22742,111212
"123",123,8,735,8,"english","blue things",0.15,"red things",0.5,"green things",0.5,"solid things",0.25,"striped things",0.5,"polka-dotted things",0.75,132,112,331,"cloud",212122,"True",1,3,2,16,10,9,NA,NA,NA,0.16667,0.33333,0.5,0.13043,0.43478,0.43478,0.63872,NA,0.36128,0.36128,NA,0.63872,0.36128,0.63872,NA,0.68549,NA,0.31451,0.31451,NA,0.68549,0.31451,0.68549,NA,212122
"124",124,8,900,9,"english","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,112,311,232,"cloud",112122,"False",1,3,2,10,3,17,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.65796,0.17102,0.17102,0.65796,NA,0.34204,0.34204,0.65796,NA,0.54517,0.22742,0.22742,0.71434,NA,0.28566,0.28566,0.71434,NA,112122
"125",125,8,2090,10,"english","solid things",0.2,"striped things",0.7,"polka-dotted things",0.2,"clouds",0.75,"circles",0.1,"squares",0.15,121,211,331,"blue",321111,"True",3,2,1,4,2,9,0.75,0.1,0.15,0.18182,0.63636,0.18182,NA,NA,NA,0.64365,0.17818,0.17818,0.17818,0.64365,0.17818,1,NA,NA,0.50288,0.24856,0.24856,0.24856,0.50288,0.24856,1,NA,NA,321111
"126",126,8,1347,11,"english","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,313,322,223,"solid",122122,"False",2,1,3,21,15,23,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,NA,0.34204,0.65796,0.65796,0.34204,NA,NA,0.34204,0.65796,NA,0.28566,0.71434,0.71434,0.28566,NA,NA,0.28566,0.71434,122122
"127",127,8,1522,12,"english","clouds",0.2,"circles",0.7,"squares",0.5,"solid things",0.2,"striped things",0.75,"polka-dotted things",0.5,222,212,112,"red",322112,"True",3,1,2,14,11,10,0.14286,0.5,0.35714,0.13793,0.51724,0.34483,NA,NA,NA,0.37568,0.62432,NA,0.37568,0.62432,NA,NA,1,NA,0.33113,0.66887,NA,0.33113,0.66887,NA,NA,1,NA,322112
"128",128,8,2173,13,"english","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,212,323,121,"solid",121111,"False",2,1,3,11,24,4,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.16485,0.6703,0.16485,0.6703,0.3297,NA,0.16485,0.6703,0.16485,0.19715,0.60569,0.19715,0.6929,0.3071,NA,0.19715,0.60569,0.19715,121111
"129",129,8,752,14,"english","clouds",0.7,"circles",0.5,"squares",0.15,"blue things",0.5,"red things",0.7,"green things",0.2,122,323,333,"striped",211212,"True",2,1,3,13,24,27,0.51852,0.37037,0.11111,NA,NA,NA,0.35714,0.5,0.14286,0.63568,NA,0.36432,NA,0.63568,0.36432,NA,0.63568,0.36432,0.68093,NA,0.31907,NA,0.68093,0.31907,NA,0.68093,0.31907,211212
"130",130,8,120,15,"english","blue things",0.2,"red things",0.75,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,332,331,113,"square",212111,"True",1,3,2,18,9,19,NA,NA,NA,0.33333,0.33333,0.33333,0.13793,0.51724,0.34483,0.34539,NA,0.65461,0.34539,NA,0.65461,0.1727,0.65461,0.1727,0.3069,NA,0.6931,0.3069,NA,0.6931,0.2222,0.55561,0.2222,212111
"131",131,8,994,16,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,222,313,311,"striped",121112,"False",2,3,1,14,21,3,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,NA,0.66413,0.33587,0.33587,0.66413,NA,0.16794,0.66413,0.16794,NA,0.70306,0.29694,0.29694,0.70306,NA,0.21418,0.57165,0.21418,121211
