"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post_1","Post_2","Post_3","Post_4","Post_5","Post_6","Post_7","Post_8","Post_9","PostNotOpt_1","PostNotOpt_2","PostNotOpt_3","PostNotOpt_4","PostNotOpt_5","PostNotOpt_6","PostNotOpt_7","PostNotOpt_8","PostNotOpt_9","CCode","logLik"
"59",59,3,182,19,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.9,"green things",0.1,312,313,313,"square",323212,"True",1,2,3,12,21,21,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.6,0.06667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.61566,0.05101,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,323212,1.95423858605988
"60",60,3,1135,20,"English","solid things",0.95,"striped things",0,"polka-dotted things",0.45,"clouds",0.5,"circles",0.05,"squares",0.9,312,222,222,"red",321212,"True",3,2,1,12,14,14,0.34483,0.03448,0.62069,0.67857,0,0.32143,NA,NA,NA,0.33333,0.0477,0.61897,0.61897,0.0477,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.66667,0,0.33333,0.33333,0.33333,0.33333,321212,1.46014324381477
"61",61,4,2003,6,"English","blue things",0,"red things",0.5,"green things",0,"solid things",0,"striped things",1,"polka-dotted things",0,322,321,312,"square",322122,"True",1,3,2,15,6,12,NA,NA,NA,0,1,0,0,1,0,0.33333,0.33333,0.33333,0.00163,0.66504,0.33333,0.00163,0.66504,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0,0.66667,0.33333,322122,0.815830293215764
"62",62,4,237,7,"English","clouds",0.5,"circles",0,"squares",0,"blue things",0,"red things",0,"green things",1,113,113,233,"solid",212132,"False",2,1,3,19,19,26,1,0,0,NA,NA,NA,0,0,1,0.6649,0.00176,0.33333,0.6649,0.33333,0.00176,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213221,1.50672638453446
"63",63,4,1583,8,"English","blue things",0,"red things",0,"green things",1,"solid things",1,"striped things",0,"polka-dotted things",0,313,313,321,"square",322121,"True",1,3,2,21,21,6,NA,NA,NA,1,0,0,0,0,1,0.33333,0.33333,0.33333,0.66504,0.00163,0.33333,0.00163,0.33333,0.66504,0.33333,0.33333,0.33333,0.66667,0,0.33333,0,0.33333,0.66667,322121,0.815831126785574
"64",64,4,1137,9,"English","clouds",0,"circles",1,"squares",0,"blue things",0,"red things",1,"green things",0,212,311,311,"solid",321212,"True",2,1,3,11,3,3,0,1,0,NA,NA,NA,0,1,0,0.33333,0.66605,0.00061,0.33333,0.33333,0.33333,0.00061,0.66605,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,0,0.66667,0.33333,321212,0.812772580061542
"65",65,4,655,10,"English","blue things",0,"red things",0.5,"green things",0,"solid things",0.5,"striped things",1,"polka-dotted things",0,322,333,121,"square",212211,"True",1,3,2,15,27,4,NA,NA,NA,0.33333,0.66667,0,0,1,0,0.00176,0.33333,0.6649,0.33333,0.6651,0.00157,0.00132,0.99745,0.00123,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.35714,0.64286,0,212211,0.640639527679854
"66",66,4,599,11,"English","solid things",0.05,"striped things",0.95,"polka-dotted things",0,"blue things",1,"red things",0,"green things",0,221,223,323,"circle",213212,"True",1,2,3,5,23,24,NA,NA,NA,0.05,0.95,0,1,0,0,0.33333,0.6649,0.00176,0.33333,0.33333,0.33333,0.66603,0.33333,0.00064,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,213212,1.50503463249616
"67",67,4,1452,12,"English","blue things",0.5,"red things",0,"green things",0,"solid things",0,"striped things",1,"polka-dotted things",0,321,131,111,"square",123211,"False",1,3,2,6,7,1,NA,NA,NA,0,1,0,1,0,0,0.00066,0.33333,0.666,0.00132,0.99735,0.00132,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123211,1.10126444215956
"68",68,4,1485,13,"English","clouds",0.5,"circles",0,"squares",0,"blue things",0,"red things",0,"green things",0.5,133,111,112,"polka-dotted",123211,"False",2,1,3,25,1,10,1,0,0,NA,NA,NA,0,0,1,0.33333,0.33333,0.33333,0.00066,0.33333,0.666,0.00132,0.00132,0.99735,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123211,1.10126444215956
"69",69,4,517,14,"English","clouds",0,"circles",0,"squares",1,"solid things",0,"striped things",0,"polka-dotted things",0.95,331,333,132,"blue",112132,"False",3,1,2,9,27,16,0,0,1,0,0,1,NA,NA,NA,0.0017,0.33333,0.66497,0.33333,0.33333,0.33333,0.99735,0.00132,0.00132,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113221,1.50662679723373
"70",70,4,185,15,"English","clouds",0,"circles",0,"squares",0.5,"solid things",0,"striped things",0,"polka-dotted things",1,331,311,311,"blue",323212,"True",3,1,2,9,3,3,0,0,1,0,0,1,NA,NA,NA,0.33333,0.33333,0.33333,0.00061,0.33333,0.66605,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.33333,0.33333,0.33333,323212,1.50499865830278
"71",71,4,268,16,"English","blue things",0,"red things",0,"green things",0.5,"solid things",0,"striped things",1,"polka-dotted things",0.5,123,111,223,"cloud",212222,"True",1,3,2,22,1,23,NA,NA,NA,0,0.66667,0.33333,0,0,1,0.6649,0.00176,0.33333,0.00157,0.6651,0.33333,0.00157,0.33333,0.6651,0.33333,0.33333,0.33333,0,0.66667,0.33333,0,0.33333,0.66667,212222,1.04590999011372
"72",72,4,2079,17,"English","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",0,"circles",1,"squares",0,212,122,332,"red",321111,"True",3,2,1,11,13,18,0,1,0,1,0,0,NA,NA,NA,0.00123,0.99755,0.00123,0.99755,0.00123,0.00123,0.33333,0.33333,0.33333,0,1,0,1,0,0,0.33333,0.33333,0.33333,321111,0.00490731039143418
"73",73,4,11,18,"English","blue things",0,"red things",1,"green things",0.5,"solid things",1,"striped things",0.5,"polka-dotted things",0,312,211,231,"square",122112,"False",1,3,2,12,2,8,NA,NA,NA,0.66667,0.33333,0,0,0.66667,0.33333,0.33333,0.00066,0.666,0.66497,0.33333,0.0017,0.00066,0.666,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122112,1.27539174888421
"74",74,4,1104,19,"English","clouds",1,"circles",0,"squares",0.5,"blue things",0.5,"red things",0.75,"green things",0,122,223,223,"striped",321212,"True",2,1,3,13,23,23,0.66667,0,0.33333,NA,NA,NA,0.4,0.6,0,0.66605,0.00061,0.33333,0.33333,0.33333,0.33333,0.33333,0.66605,0.00061,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,321212,1.32040497906226
"75",75,4,1015,20,"English","solid things",1,"striped things",0.5,"polka-dotted things",0,"clouds",1,"circles",0,"squares",0.5,112,232,213,"red",212212,"True",3,2,1,10,17,20,0.66667,0,0.33333,0.66667,0.33333,0,NA,NA,NA,0.66603,0.00064,0.33333,0.6651,0.33333,0.00157,0.33333,0.6649,0.00176,0.66667,0,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,212212,1.27523858966157
"76",76,5,259,6,"English","clouds",0.55,"circles",0.6,"squares",0.5,"solid things",0.8,"striped things",0.5,"polka-dotted things",0.3,113,233,112,"green",212222,"True",3,1,2,19,26,10,0.33333,0.36364,0.30303,0.5,0.3125,0.1875,NA,NA,NA,0.47408,0.19258,0.33333,0.47408,0.33333,0.19258,0.33333,0.33207,0.3346,0.66667,0,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,212222,2.20605084379657
"77",77,5,534,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,121,221,331,"cloud",112132,"False",1,2,3,4,5,9,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33741,0.33074,0.33184,0.33333,0.3354,0.33126,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113221,2.19723744178375
"78",78,5,2342,8,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,332,232,232,"square",123232,"False",1,3,2,18,17,17,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.32776,0.33891,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123232,2.19722457733622
"79",79,5,1635,9,"English","clouds",0.8,"circles",0,"squares",0.5,"solid things",0.05,"striped things",0.5,"polka-dotted things",0.85,132,212,313,"red",211112,"True",3,1,2,16,11,21,0.61538,0,0.38462,0.03571,0.35714,0.60714,NA,NA,NA,0.55141,0.12734,0.32125,0.16357,0.33333,0.5031,0.33333,0.33454,0.33213,0.69231,0,0.30769,0,0.33333,0.66667,0.33333,0.33333,0.33333,211211,1.67718322267697
"80",80,5,1536,10,"English","solid things",0.05,"striped things",1,"polka-dotted things",0.5,"blue things",0,"red things",0.5,"green things",0.65,223,213,211,"circle",322112,"True",1,2,3,23,20,2,NA,NA,NA,0.03226,0.64516,0.32258,0,0.43478,0.56522,0.33333,0.33333,0.33333,0.12793,0.53874,0.33333,0.21214,0.33333,0.45453,0.33333,0.33333,0.33333,0,0.66667,0.33333,0,0.33333,0.66667,322112,1.74309934494268
"81",81,5,64,11,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,311,221,123,"solid",122111,"False",2,1,3,3,5,22,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33133,0.33001,0.33866,0.33742,0.32925,0.33333,0.33607,0.33333,0.3306,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122111,2.19731189614197
"82",82,5,664,12,"English","blue things",0.65,"red things",0.5,"green things",0.25,"solid things",0.85,"striped things",0.25,"polka-dotted things",0.5,211,223,112,"circle",212211,"True",1,3,2,2,23,10,NA,NA,NA,0.53125,0.15625,0.3125,0.46429,0.35714,0.17857,0.33213,0.33454,0.33333,0.49718,0.16948,0.33333,0.5031,0.34029,0.15661,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.64286,0.35714,0,212211,2.0268997456937
"83",83,5,552,13,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.25,"red things",0.5,"green things",0.85,133,131,331,"cloud",213212,"True",1,2,3,25,7,9,NA,NA,NA,0.33333,0.33333,0.33333,0.15625,0.3125,0.53125,0.33445,0.33333,0.33222,0.33333,0.33333,0.33333,0.15523,0.33333,0.51143,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,213212,2.08921852643606
"84",84,5,710,14,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",1,"green things",0.15,312,313,122,"square",212122,"True",1,2,3,12,21,13,NA,NA,NA,0.33333,0.33333,0.33333,0.30303,0.60606,0.09091,0.33245,0.33333,0.33421,0.33421,0.33245,0.33333,0.33333,0.49126,0.17541,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,212122,2.0205455935378
"85",85,5,1135,15,"English","solid things",0.9,"striped things",0.35,"polka-dotted things",0.35,"clouds",0.5,"circles",0.45,"squares",0.6,312,222,222,"red",321212,"True",3,2,1,12,14,14,0.32258,0.29032,0.3871,0.5625,0.21875,0.21875,NA,NA,NA,0.33333,0.10876,0.5579,0.5579,0.10876,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.66667,0,0.33333,0.33333,0.33333,0.33333,321212,2.27828648107097
"86",86,5,487,16,"English","solid things",0.5,"striped things",0.65,"polka-dotted things",0.35,"clouds",0.5,"circles",0.4,"squares",0.75,322,232,113,"red",211111,"True",3,2,1,15,17,19,0.30303,0.24242,0.45455,0.33333,0.43333,0.23333,NA,NA,NA,0.33183,0.14127,0.52689,0.33183,0.52689,0.14127,0.33333,0.33446,0.33221,0.33333,0,0.66667,0.33333,0.66667,0,0.33333,0.33333,0.33333,211111,2.2019900999843
"87",87,5,729,17,"English","blue things",0.65,"red things",0.5,"green things",0.35,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,231,233,311,"circle",212122,"True",1,3,2,8,26,3,NA,NA,NA,0.33333,0.33333,0.33333,0.43333,0.33333,0.23333,0.33333,0.33421,0.33245,0.33245,0.33333,0.33421,0.49126,0.33333,0.17541,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,212122,2.17897501986812
"88",88,5,629,18,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,111,211,323,"cloud",112121,"False",1,3,2,1,2,24,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33712,0.33061,0.33227,0.33506,0.33161,0.33333,0.33506,0.33333,0.33161,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112121,2.19724246328136
"89",89,5,787,19,"English","blue things",0.15,"red things",0.8,"green things",0.5,"clouds",0.5,"circles",0.85,"squares",0.15,212,311,321,"solid",211212,"True",2,3,1,11,3,6,0.33333,0.56667,0.1,NA,NA,NA,0.10345,0.55172,0.34483,0.33333,0.52377,0.1429,0.3346,0.33207,0.33333,0.1429,0.52377,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,0,0.66667,0.33333,211212,1.86413830509102
"90",90,5,1938,20,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,232,121,321,"circle",111212,"False",1,3,2,17,4,6,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.32965,0.3407,0.32965,0.33333,0.3277,0.33897,0.3277,0.33897,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,111212,2.19741491142112
"91",91,6,455,6,"English","clouds",0,"circles",1,"squares",0,"blue things",0,"red things",1,"green things",0,222,323,131,"striped",211111,"True",2,1,3,14,24,7,0,1,0,NA,NA,NA,0,1,0,0.32206,0.66439,0.01355,0.33333,0.34186,0.32481,0.32206,0.66439,0.01355,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.66667,0,211111,0.817759925288218
"92",92,6,1333,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,311,332,112,"blue",122122,"False",3,2,1,3,18,10,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.31382,0.33333,0.35285,0.35285,0.33333,0.31382,0.35408,0.31258,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122122,2.19951390935423
"93",93,6,1685,8,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,331,123,123,"polka-dotted",121212,"False",2,1,3,9,22,22,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.29594,0.33333,0.37072,0.33333,0.29594,0.37072,0.37072,0.33333,0.29594,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,121212,2.20566641318151
"94",94,6,670,9,"English","clouds",0,"circles",1,"squares",0.5,"blue things",0,"red things",0.5,"green things",1,213,111,232,"solid",212211,"True",2,1,3,20,1,17,0,0.66667,0.33333,NA,NA,NA,0,0.33333,0.66667,0.01645,0.65022,0.33333,0.3424,0.33333,0.32427,0.016,0.34138,0.64263,0,0.66667,0.33333,0.33333,0.33333,0.33333,0,0.35714,0.64286,212211,1.30621874865526
"95",95,6,1891,10,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,313,211,211,"square",123212,"False",1,3,2,21,2,2,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.3,0.36667,0.33333,0.33333,0.33333,0.3,0.33333,0.36667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123212,2.20057490141833
"96",96,6,1613,11,"English","blue things",0.5,"red things",0,"green things",1,"solid things",0.5,"striped things",1,"polka-dotted things",0.05,223,232,131,"circle",211112,"True",1,3,2,23,17,7,NA,NA,NA,0.32258,0.64516,0.03226,0.33333,0,0.66667,0.32427,0.3424,0.33333,0.33333,0.6467,0.01996,0.29972,0.0115,0.68877,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.30769,0,0.69231,211211,1.41204378674588
"97",97,6,131,12,"English","clouds",1,"circles",0.5,"squares",0,"blue things",0.5,"red things",0.5,"green things",0.5,131,331,213,"polka-dotted",212111,"True",2,1,3,7,9,20,0.66667,0.33333,0,NA,NA,NA,0.33333,0.33333,0.33333,0.66238,0.32412,0.01351,0.32637,0.33333,0.34029,0.34029,0.33333,0.32637,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,212111,1.74892149318598
"98",98,6,770,13,"English","solid things",0,"striped things",1,"polka-dotted things",0.5,"clouds",1,"circles",0,"squares",0.5,123,213,211,"green",211212,"True",3,2,1,22,20,2,0.66667,0,0.33333,0,0.66667,0.33333,NA,NA,NA,0.651,0.01567,0.33333,0.01567,0.651,0.33333,0.32378,0.33333,0.34289,0.66667,0,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,211212,1.30473417612299
"99",99,6,1529,14,"English","clouds",0.5,"circles",0.05,"squares",1,"solid things",0,"striped things",0.5,"polka-dotted things",1,332,312,212,"red",322112,"True",3,1,2,18,12,11,0.32258,0.03226,0.64516,0,0.33333,0.66667,NA,NA,NA,0.33333,0.02946,0.63721,0.01108,0.33333,0.65559,0.33333,0.33333,0.33333,0.33333,0,0.66667,0,0.33333,0.66667,0.33333,0.33333,0.33333,322112,1.4065233699697
"100",100,6,325,15,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",1,"striped things",0,"polka-dotted things",0,311,331,323,"blue",213211,"True",3,1,2,3,9,24,0.33333,0.33333,0.33333,1,0,0,NA,NA,NA,0.33333,0.33333,0.33333,0.66385,0.32262,0.01354,0.34144,0.33333,0.32523,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,213211,1.50831742951754
"101",101,6,679,16,"English","clouds",0.5,"circles",1,"squares",0,"solid things",0,"striped things",0.5,"polka-dotted things",1,232,312,221,"red",212211,"True",3,1,2,17,12,5,0.33333,0.66667,0,0,0.33333,0.66667,NA,NA,NA,0.33333,0.65022,0.01645,0.016,0.34138,0.64263,0.32427,0.3424,0.33333,0.33333,0.66667,0,0,0.35714,0.64286,0.33333,0.33333,0.33333,212211,1.30621874865526
"102",102,6,1496,17,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,123,222,221,"cloud",123211,"False",1,3,2,22,14,5,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.3589,0.30776,0.33333,0.33333,0.33333,0.33333,0.31653,0.31653,0.36694,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123211,2.1996887514609
"103",103,6,2096,18,"English","solid things",0,"striped things",0,"polka-dotted things",1,"clouds",0,"circles",0,"squares",1,333,123,213,"green",321111,"True",3,2,1,27,22,20,0,0,1,0,0,1,NA,NA,NA,0.01959,0.01959,0.96082,0.01959,0.01959,0.96082,0.33333,0.33333,0.33333,0,0,1,0,0,1,0.33333,0.33333,0.33333,321111,0.0799420159774848
"104",104,6,1668,19,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,123,211,211,"green",121212,"False",3,2,1,22,2,2,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.37072,0.29594,0.33333,0.29594,0.37072,0.33333,0.29594,0.33333,0.37072,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,121212,2.20566641318151
"105",105,6,658,20,"English","clouds",1,"circles",0,"squares",0.5,"blue things",0,"red things",1,"green things",0.5,132,233,121,"polka-dotted",212211,"True",2,1,3,16,26,4,0.66667,0,0.33333,NA,NA,NA,0,0.66667,0.33333,0.65022,0.01645,0.33333,0.33333,0.32427,0.3424,0.34138,0.64263,0.016,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.35714,0.64286,0,212211,2.32643558714878
"106",106,7,223,6,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,212,212,113,"red",212132,"False",3,1,2,11,11,19,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33279,0.33387,0.33333,0.33333,0.33333,0.33333,0.33333,0.33387,0.33279,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213221,2.19722545149274
"107",107,7,124,7,"English","clouds",0.5,"circles",1,"squares",0.5,"solid things",0.5,"striped things",0,"polka-dotted things",0.95,131,121,312,"blue",212111,"True",3,1,2,7,4,12,0.25,0.5,0.25,0.34483,0,0.65517,NA,NA,NA,0.33432,0.33333,0.33235,0.33203,0.05957,0.6084,0.33432,0.33235,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,212111,1.80436958425049
"108",108,7,2253,8,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,233,233,333,"circle",213232,"False",1,3,2,26,26,27,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33404,0.33262,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213232,2.19722457733622
"109",109,7,1037,9,"English","clouds",0.5,"circles",1,"squares",0.05,"blue things",0.05,"red things",1,"green things",0.5,212,311,221,"solid",212212,"True",2,1,3,11,3,5,0.32258,0.64516,0.03226,NA,NA,NA,0.03226,0.64516,0.32258,0.33333,0.6071,0.05956,0.33534,0.33133,0.33333,0.05935,0.60732,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,0,0.66667,0.33333,212212,1.53459569791942
"110",110,7,762,10,"English","blue things",0.5,"red things",0.95,"green things",0,"solid things",0.95,"striped things",0,"polka-dotted things",0.5,112,123,323,"cloud",211212,"True",1,3,2,10,22,24,NA,NA,NA,0.65517,0,0.34483,0.34483,0.65517,0,0.3348,0.33333,0.33187,0.64153,0.02513,0.33333,0.33333,0.64153,0.02513,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.66667,0,211212,1.33931523043563
"111",111,7,149,11,"English","clouds",0.5,"circles",0.75,"squares",0.5,"blue things",0.5,"red things",1,"green things",0,212,213,331,"solid",212111,"True",2,1,3,11,20,9,0.28571,0.42857,0.28571,NA,NA,NA,0.33333,0.66667,0,0.33333,0.33432,0.33235,0.33432,0.33333,0.33235,0.33203,0.6084,0.05957,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,212111,1.79698692837688
"112",112,7,555,12,"English","solid things",0.5,"striped things",0.95,"polka-dotted things",0.05,"blue things",0.5,"red things",0.5,"green things",0.5,121,131,331,"cloud",213212,"True",1,2,3,4,7,9,NA,NA,NA,0.33333,0.63333,0.03333,0.33333,0.33333,0.33333,0.33453,0.33333,0.33214,0.33333,0.63557,0.03109,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,213212,1.86755277123806
"113",113,7,2116,13,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,121,212,313,"blue",111112,"False",3,2,1,4,11,21,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.34109,0.32945,0.32945,0.32286,0.34381,0.33333,0.34109,0.32945,0.32945,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,111211,2.19768844405604
"114",114,7,2074,14,"English","clouds",1,"circles",0.7,"squares",0.05,"blue things",0.25,"red things",1,"green things",0.3,112,311,213,"solid",321111,"True",2,1,3,10,3,20,0.57143,0.4,0.02857,NA,NA,NA,0.16129,0.64516,0.19355,0.83624,0.08188,0.08188,0.33333,0.33333,0.33333,0.08188,0.83624,0.08188,1,0,0,0.33333,0.33333,0.33333,0,1,0,321111,2.17804957298681
